"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02"
"United States",0,,2100,2100,2000,2195,2000,1980,1850,1895,1895,1950,1875,1900,1950,2000,2000,1995,1900,1875,1800,1795,1795,1795,1800,1800,1900,1950,2000,1900,1895,1800,1795,1795,1795,1750,1795,1800,1850,1875,1850,1800,1895,1800,1800,1850,1800,1850,1825,1800,1800,1895,2000,2100,1950,1900,1895,1849,1800,1820,1875,1900,1950,1975,2000,2000,2000,2000,1950,1900,1950,1950,2000,2000
"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3995,3800,3800,3800,3800,4000,4000,4000,4400,3750,3800,4000,4000,4000,4000,3999,4000,4000,4000
"Los Angeles-Long Beach-Anaheim, CA",2,,3295,3500,3500,3500,3500,3500,3400,3350,3300,3400,3175,3100,3072.5,3288,3150,3100,3000,3100,3000,3000,3000,3000,3000,3000,2995,2850,2900,2995,2950,2850,2800,2700,2650,2600,2695,2750,2700,2700,2675,2750,2800,2750,2800,2762.5,2700,2850,2812.5,2750,2795,2800,2900,3000,3150,3100,3100,3100,3100,3150,3100,3150,3100,3200,3300,3300,3300,3350,3300,3295,3300,3300,3300,3350
"Chicago, IL",3,,2300,2250,2200,2200,2200,2100,2100,2100,2100,2250,2047.5,2000,2100,2200,2300,2300,2250,2200,2150,2100,2000,2000,2000,2085,2160,2100,2100,2200,2160,2100,2000,1950,1900,1950,1950,1900,2045,2000,2100,2154.5,2200,2000,1995,1950,1900,1995,1930,1900,1900,2000,2160,2200,2200,2200,2200,2100,2121,2100,2050,2050,2100,2155,2300,2400,2395,2279,2100,2100,2050,1995,2000,2000
"Dallas-Fort Worth, TX",4,,1495,1595,1850,1900,1812.5,1700,1700,1800,1750,1800,1650,1650,1650,1650,1650,1650,1650,1650,1600,1597,1595,1595,1595,1600,1600,1595,1600,1625,1600,1600,1595,1595,1595,1550,1578,1595,1595,1600,1625,1625,1650,1650,1650,1600,1595,1600,1600,1600,1600,1600,1695,1745,1790,1767,1749,1700,1749,1750,1750,1750,1795,1795,1800,1850,1850,1875,1850,1800,1800,1800,1800,1800
"Philadelphia, PA",5,,,,,,,,,,,,,1900,1900,2000,2000,2000,1995,1950,1900,1877.5,1875,1950,1950,1995,2000,2000,2000,1995,1950,1900,1850,1900,1900,1875,1850,1950,2000,2000,2062.5,2050,2000,1999,1900,1900,1900,1995,1900,1900,1900,2000,2000,2000,2000,1950,1900,1950,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1999,2000,2000,2000,2000,2000
"Houston, TX",6,,,1825,2000,1800,1772.5,1750,1700,1650,1650,1650,1700,1690,1700,1750,1750,1700,1650,1650,1600,1600,1600,1600,1600,1600,1650,1595,1575,1600,1600,1600,1600,1500,1550,1550,1575,1525,1650,1667.5,1700,1725,1750,1750,1750,1750,1715,1775,1729,1600,1650,1695,1800,1825,1887,1899,1850,1800,1800,1800,1800,1800,1850,1850,1900,1900,1900,1900,1900,1850,1850,1850,1850,1850
"Washington, DC",7,,2297.5,2200,2200,2300,2395,2250,2200,2300,2250,2300,2295,2249,2250,2300,2400,2400,2400,2397.5,2399,2400,2399,2350,2350,2300,2300,2300,2400,2480,2495,2400,2400,2400,2395,2400,2325,2395,2350,2395,2400,2400,2495,2500,2495,2475,2400,2400,2350,2350,2350,2350,2477.5,2500,2595,2500,2500,2495,2500,2495,2400,2400,2454.5,2500,2550,2600,2600,2550,2500,2500,2500,2500,2500,2500
"Miami-Fort Lauderdale, FL",8,,3800,3700,3200,3000,2600,2500,2500,2600,2600,2650,2500,2500,2500,2500,2500,2500,2500,2500,2495,2450,2400,2400,2400,2400,2450,2400,2450,2500,2450,2400,2400,2400,2400,2362.5,2375,2362.5,2400,2400,2495,2450,2500,2497,2500,2500,2500,2500,2450,2400,2400,2400,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2522.5,2575,2550,2600,2600,2600,2600,2600,2600,2600,2627.5
"Atlanta, GA",9,,1475,1500,1500,1500,1500,1550,1550,1500,1495,1495,1400,1400,1400,1400,1450,1450,1400,1400,1395,1395,1350,1350,1300,1300,1350,1300,1350,1395,1350,1300,1300,1300,1300,1295,1295,1300,1300,1300,1300,1325,1350,1300,1350,1350,1300,1300,1300,1299,1300,1300,1350,1395,1375,1395,1395,1375,1395,1395,1400,1400,1430,1450,1495,1500,1499,1499,1475,1450,1469,1495,1495,1495
"Boston, MA",10,,,,,,,,,,,,,,,,,2600,2600,2600,2500,2400,2400,2600,2900,2900,3000,3000,3000,2900,2850,2800,2800,2800,2800,3000,3200,3200,3200,3200,3200,3200,3200,3000,3000,3000,3000,3075,3200,3300,3300,3400,3300,3300,3275,3200,3200,3200,3200,3300,3600,3500,3500,3500,3400,3399,3300,3300,3200,3200,3300,3500,3675,3650
"San Francisco, CA",11,,,,,,,,,,,,,2400,2350,2395,2465,2600,2597.5,2675,2500,2695,2550,2400,2300,2495,2625,2350,2375,2400,2400,2300,2295,2250,2200,2200,2200,2195,2150,2100,2200,2275,2300,2400,2500,2499,2400,2650,2549,2400,2400,2500,2850,3000,3200,3297.5,3400,3400,3300,3350,3200,3250,3200,3400,3595,3800,3800,3800,3600,3697.5,3500,3695,3700,3900
"Detroit, MI",12,,1900,2100,1990,1990,1975,1900,1950,1950,1997.5,1925,1900,1800,1800,1850,1900,2000,2000,2000,1800,1500,1500,1600,1600,1600,1650,1650,1800,1800,1800,1700,1690,1650,1700,1600,1437.5,1550,1597.5,1550,1650,1800,1850,1900,1850,1850,1800,1800,1800,1800,1800,1800,2000,1950,1995,1975,2000,1995,2000,1995,1950,1995,1995,2000,2000,2100,2150,2100,2000,2000,2000,2000,1995,1995
"Riverside, CA",13,,2000,2050,2100,2200,2150,2050,2000,2000,2100,2100,1895,1875,1892.5,1950,1950,1900,1850,1850,1800,1800,1796.5,1812.5,1795,1797,1795,1695,1722.5,1750,1780,1750,1700,1725,1750,1750,1750,1750,1750,1795,1799,1795,1800,1800,1825,1820,1795,1795,1795,1795,1780,1795,1867,1875,1895,1884.5,1850,1850,1850,1850,1883,1897,1900,1950,1950,1995,1997,1995,1982.5,1995,1969.5,1980,1980,1995
"Phoenix, AZ",14,,1900,1850,1725,1700,1495,1500,1400,1425,1395,1395,1295,1295,1295,1300,1300,1295,1250,1200,1200,1195,1195,1195,1195,1200,1250,1286.5,1295,1295,1295,1250,1225,1200,1200,1200,1200,1199,1200,1250,1250,1250,1250,1195,1200,1200,1200,1200,1200,1200,1200,1200,1300,1300,1300,1332.5,1295,1295,1295,1300,1300,1380,1450,1495,1500,1499,1450,1450,1400,1395,1395,1400,1425,1425
"Seattle, WA",15,,1850,1995,2100,1950,2000,1972.5,1897.5,1995,1995,1800,1795,1795,1800,1850,1995,1900,1962.5,1895,1885,1895,1799,1795,1800,1800,1822.5,1860,1895,1895,1900,1895,1800,1850,1850,1800,1800,1800,1850,1850,1800,1895,1950,1895,1900,1895,1875,1800,1795,1795,1795,1800,1895,1900,1995,1995,1995,1937.5,1900,1895,1895,1895,1995,1995,2100,2200,2225,2226.5,2195,2185,2100,2200,2200,2195
"Minneapolis-St Paul, MN",16,,,,,,,,,,,,,,,,,1650,1695,1600,1535,1597,1595,1500,1550,1525,1567.5,1595,1600,1695,1695,1695,1695,1600,1595,1595,1595,1595,1595,1600,1650,1750,1665,1650,1695,1695,1750,1700,1700,1695,1645,1600,1650,1725,1745,1795,1700,1675,1700,1700,1700,1700,1795,1800,1800,1795,1795,1795,1775,1750,1795,1795,1775,1775
"San Diego, CA",17,,,,,,,,,,,,,2750,2800,2800,2850,2700,2695,2550,2500,2500,2500,2550,2500,2500,2500,2395,2400,2490,2495,2500,2450,2400,2400,2350,2400,2400,2499,2495,2495,2495,2550,2600,2650,2600,2500,2600,2500,2495,2500,2500,2650,2650,2695,2700,2625,2600,2695,2700,2800,2800,2797.5,2846.5,2800,2850,2850,2850,2800,2800,2800,2750,2800,2950
"St. Louis, MO",18,,,,,,,,,,,,1350,1500,1450,1500,1500,1650,1500,1500,1500,1550,1550,1600,1800,1600,1550,1550,1650,1650,1600,1550,1500,1500,1450,1450,1425,1400,1495,1412.5,1500,1500,1600,1662.5,1550,1500,1395,1350,1200,1250,1250,1250,1350,1400,1595,1500,1500,1450,1400,1380,1400,1400,1400,1500,1595,1600,1600,1550,1495,1400,1400,1400,1495,1400
"Tampa, FL",19,1500,1545,1675,1800,1650,1650,1895,1800,1800,1795,1800,1750,1650,1600,1600,1600,1600,1550,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1595,1550,1495,1500,1495,1475,1475,1485,1500,1550,1600,1600,1600,1600,1595,1595,1575,1550,1575,1525,1500,1500,1525,1600,1600,1600,1600,1600,1595,1595,1595,1595,1600,1600,1650,1675,1695,1675,1650,1650,1650,1650,1625,1675,1675
"Baltimore, MD",20,,2100,2000,2000,2050,2000,2100,2000,2025,2095,2150,2000,1900,1950,1937.5,1950,1992.5,2000,2000,2000,1995,2000,1995,1900,1900,1900,1700,1750,1900,1863,1875,1850,1800,1795,1800,1800,1797,1797,1800,1892.5,1950,1950,1937.5,1900,1850,1850,2100,2000,1995,1962.5,1975,2000,2000,2000,2000,2000,2000,1962.5,2000,2062.5,2000,2150,2100,2100,2200,2150,2195,2100,2025,2000,1950,1962.5,1975
"Denver, CO",21,,,,,,,,,,,,1800,1800,1795,1825,1900,1999.5,1800,1850,1850,1795,1795,1800,1795,1895,1950,2000,2095,2095,2012.5,1995,1995,1950,1900,2000,2000,2000,2025,1997.5,2000,2100,2000,2097.5,2097.5,2037.5,2000,2095,2000,1950,1950,1995,2199.5,2200,2295,2225,2295,2325,2285,2200,2250,2250,2250,2300,2400,2400,2400,2400,2350,2350,2307.5,2300,2395,2395
"Pittsburgh, PA",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1695,1800,1750,1800,1650,1695,1800,1600,1495,1400,1497.5,1450,1400,1500,1650,1800,1800,1650,1495,1350,1350,1500,1475,1495
