"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02"
"Atlanta, GA",8,,0.635368866925521,0.655575861085262,0.638428031975557,0.671260280062236,0.671260280062236,0.660658820972948,0.660658820972948,0.662251655629139,0.666311300639659,0.67485698387805,0.6,0.622749558578012,0.610312301107241,0.610845644251533,0.636605485325318,0.624748226260025,0.623772677839221,0.617919670442842,0.599604384133612,0.604728705668384,0.60517723880597,0.592592592592593,0.586057988895743,0.583333333333333,0.604838709677419,0.598563447725459,0.596841971525299,0.604902897166507,0.600968914165285,0.586451575603212,0.565610859728507,0.579646193268943,0.57372346528973,0.576436573906758,0.574162679425837,0.567697984672154,0.583244962884411,0.580467100633357,0.580132023717167,0.583289148108872,0.58115823817292,0.564945439383986,0.577189398460573,0.565,0.545275938116305,0.554796679870948,0.555555555555556,0.550284629981025,0.551921504497138,0.55566991445954,0.574005740057401,0.574908328968046,0.584225900681597,0.581787521079258,0.592141446745589,0.597146302255297,0.603545831761599,0.605085784313726,0.603484549185122,0.604317998385795,0.603423266608645,0.609706362153344,0.618936099029776,0.627079975937127,0.624133148404993,0.631472594089416,0.606483598820633,0.602341389728097,0.603083173481044,0.614238410596026,0.623441396508728,0.624288425047438
"Detroit, MI",9,,,,,,,,,,,0.692015487411946,0.688495320618051,0.746621621621622,0.738056897477187,0.735980523841504,0.756369685167154,0.756369685167154,0.740470022205774,0.763747454175153,0.691244239631336,0.579489218805232,0.58920500392733,0.610500610500611,0.624051845109417,0.653289780681288,0.670542635658915,0.686206896551724,0.710833096388968,0.653289780681288,0.614234199426897,0.597014925373134,0.609453538982224,0.683245991882688,0.738820491997947,0.715531437125749,0.727216226048993,0.756219903691814,0.680705356553862,0.626828249059758,0.642627632988218,0.717011369134011,0.738724727838258,0.694711538461539,0.708333333333333,0.704517749171055,0.694120915379362,0.666291037260826,0.711991094147583,0.645179157226548,0.6675,0.6675,0.687539665749947,0.714285714285714,0.711960943856794,0.671140939597315,0.732277935590948,0.75,0.732277935590948,0.661210711306205,0.646320726351588,0.709737827715356,0.706880301602262,0.738856882959369,0.752030162412993,0.758136590894078,0.761764705882353,0.760018382352941,0.736991211317578,0.733333333333333,0.827185875438551,0.826666666666667,0.85100116307381,0.842945874001775
"Riverside, CA",10,0.826135936913256,0.789162692327137,0.779664107291181,0.8,0.765864332603939,0.782023361710552,0.845073962869568,0.832781815948128,0.804929185720106,0.765864332603939,0.790693883335998,0.753924450919537,0.742528241972302,0.72463768115942,0.71301247771836,0.712663831936333,0.713103122043519,0.690763815082073,0.678758008290937,0.674494129402948,0.681818181818182,0.677506775067751,0.677538434262847,0.675813008130081,0.706776663819329,0.699526974676834,0.689700048466137,0.672744340776996,0.694024848689948,0.695494405805866,0.695724382334239,0.690508390597333,0.686929868891611,0.693950177935943,0.690252420617636,0.694058105393293,0.692879392614054,0.682290181667142,0.684094795993159,0.686813186813187,0.682332560918979,0.69008165137772,0.700209269885332,0.688587960627264,0.686920083807243,0.675192202392898,0.68452380952381,0.68706842435656,0.690833605548571,0.695810029534162,0.69976661635642,0.721298832291887,0.712080086179153,0.712301587301587,0.718015665796345,0.717014658592842,0.707033132224614,0.713878016960209,0.702755695908137,0.709876543209877,0.714580417455794,0.716873841906662,0.730596085924382,0.737860664705452,0.747464014825568,0.746589962951994,0.753458498023715,0.750958478356339,0.745118191161357,0.751853123203629,0.748689792862491,0.759493670886076,0.762066045723963
"Phoenix, AZ",11,,0.807331932621609,0.807381776239908,0.820056232427366,0.825354902608121,0.743840235151725,0.697167755991285,0.73019359860946,0.738772725170946,0.743750042664034,0.719350536833172,0.676328502415459,0.655172413793103,0.633690901867302,0.628199162401117,0.624776865405212,0.638932904333942,0.611886855453305,0.604166666666667,0.586682311528307,0.589213151089767,0.598745534039943,0.595756256800871,0.599945459503681,0.607568418419911,0.607828835399951,0.609037328094303,0.614860480207657,0.626356783919598,0.617944300890037,0.610042233693102,0.595130767777721,0.594535874002245,0.587686449455931,0.591575958353053,0.585849481748535,0.575209600526056,0.59339726011642,0.607566970450152,0.60893098782138,0.580615505184471,0.587639311043566,0.580238066738655,0.571652637397208,0.560016057808109,0.552231937413714,0.559247220393534,0.54091982921173,0.549450549450549,0.553498704183636,0.56655659830359,0.620119430408819,0.633670987683903,0.614898102600141,0.615842490842491,0.614928970978785,0.605487069120839,0.592781227637942,0.614197517557739,0.620404411764706,0.634249471458774,0.652999139681948,0.663336828207518,0.666512915129151,0.683024925885172,0.655790147152911,0.634249471458774,0.657917203366983,0.642320350984263,0.648273049661313,0.654211956521739,0.679212428089193,0.671428571428571
"Seattle, WA",12,,,,,,,,,,,,,,,,,,,,,,,,0.743636363636364,0.743801652892562,0.731643132220796,0.717062103571565,0.667160859896219,0.697945845004668,0.718301061836352,0.703435088872631,0.701510201609466,0.700570835495589,0.650240780466963,0.728846153846154,0.742254870648355,0.71101933630443,0.710856831313205,0.72360788863109,0.732258009822594,0.732031943212067,0.719609707000671,0.727744842876422,0.703363914373089,0.722335615385038,0.72234762979684,0.738831615120275,0.715317919075145,0.710102053593789,0.729174682570219,0.730494249300591,0.741751472094214,0.758928571428571,0.772886136489055,0.81740614334471,0.780428807036833,0.767014270032931,0.767014270032931,0.746625142386273,0.75113046840093,0.732531930879038,0.738831615120275,0.772215983824476,0.797516667998955,0.823636910407365,0.835093340763444,0.845178640030734,0.85192396582488,0.880216123985635,0.820825852782765,0.824175824175824,0.84051724137931,0.858107548835669
"Minneapolis-St Paul, MN",13,,,,,,,,,,,,,,,0.945,0.933692331792904,0.935438469866474,0.917177914110429,0.876373626373626,0.875470183879485,0.856565501737176,0.825796303578451,0.813304721030043,0.812496516359177,0.769230769230769,0.775312066574202,0.761505212306128,0.796578239300429,0.813197026022305,0.833593371841621,0.765436609426379,0.777977259126272,0.78540423223006,0.838506711409396,0.89000456412597,0.811232449297972,0.816674508925832,0.873478030704076,0.873478030704076,0.915153730285309,0.841292134831461,0.834939179792737,0.868421052631579,0.823271130625686,0.902255293739378,0.911216872843361,0.9370337995338,0.954972553250711,0.950636942675159,0.951206796210676,0.941027786632664,0.928669882839421,0.893557422969188,0.880372863801139,0.885093664009619,0.875682261208577,0.848404255319149,0.878507094449864,0.958168456755229,0.969411689248299,0.95785025401864,0.962419798350137,0.904761904761905,0.958168456755229,0.916857798165138,0.894283053256629,0.915037400197693,0.967582377169756,0.915458937198068,0.916373747205999,0.915458937198068,0.906139397876439,0.96606648199446
"San Diego, CA",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1321822813473,1.10517010648239,1.06253267124854,1.04983848638671,1.00351229302559,0.996342654986523,1.00310304863791,1.03880482343755,1.03298327462777,1.0492341356674,1.03264022715533,1.06281050390348,1.07109617781143,1.11784766957181,1.1749064595628,1.14234683224852,1.12291624877271,1.10165931991317,1.11503991230572,1.12533330427138,1.13019891500904,1.11004601226994,1.13019891500904,1.21546524744157,1.23456790123457,1.236115975384,1.17664362406236,1.17485505035093,1.17708245221022,1.18461538461538,1.21852152721365,1.2664188122229,1.23400156843636,1.23334508283398,1.23152709359606,1.27768257023206,1.2891299813342,1.22741759312438,1.21452313986193,1.23571428571429,1.24009572881194,1.23571428571429,1.23133756957427,1.24647828969175,1.25863656971544
"Tampa, FL",15,,,,,,,,,,,,,0.677642276422764,0.661850839515814,0.696560731388768,0.689491203043271,0.689491203043271,0.711111111111111,0.733889063084084,0.73032188260752,0.694409136047666,0.685858863005061,0.699453551912568,0.6765625,0.664343655428566,0.710285248032652,0.691743164653086,0.668554320894962,0.654899282307779,0.66734196180943,0.677069468015485,0.67818030568963,0.679983000424989,0.674633770239013,0.652475845410628,0.642791551882461,0.672494956287828,0.685919996212295,0.666555112207805,0.658728147960476,0.661375661375661,0.658728147960476,0.677083333333333,0.668170092171679,0.699513381995134,0.68476981385903,0.686378035902851,0.672715894868586,0.669003745803513,0.667755785663778,0.670921086290725,0.690983235160852,0.712328767123288,0.695788374521406,0.685072746856309,0.667472762128443,0.683491062039958,0.664235474006116,0.665807560137457,0.677139021782394,0.690436933223413,0.690264314152529,0.693829347505167,0.702876645538762,0.705573740974446,0.693420497379871,0.705186533212011,0.709421112372304,0.714766229397915,0.72308063737325,0.72308063737325,0.722379603399433,0.717505634861007
"Baltimore, MD",16,,,,,,,,0.951499118165785,0.947488398156762,0.934214714335196,0.938775510204082,0.910977859778598,0.939894465772469,1.00352112676056,0.985578657856965,1.02651839178785,1.06587006502137,1.05903996834632,1.02594776337589,0.968523002421308,0.987341772151899,0.987341772151899,0.986041890011633,0.982142857142857,1.01529712322937,0.989940922880409,0.985915492957746,0.99009900990099,0.980017006802721,1.02859913816855,1.02651839178785,1.00961280993948,0.903023164507263,0.93311435628561,0.875,0.983162816972132,0.986193293885602,0.990990990990991,0.988268163038202,1.0075779787546,0.99009900990099,1.04166666666667,1.02564102564103,1.04450321184192,1.05877268798617,0.992063492063492,1.04733975701718,1.08788083953961,1.05570213346677,0.986120933521924,0.977891156462585,1.02543068088597,1.00961538461538,1.00397406400335,1.09617706237425,1.04841784216546,0.964630225080386,0.96027497683168,0.973386541111621,0.969332298136646,0.963391136801541,1.02543068088597,1.00378676901441,1.04733975701718,1.04733975701718,1.03550295857988,1.09631949882537,1.02597453633691,1.01522344374643,1.01941747572816,0.990506068836141,1,1.01991429332257
"Denver, CO",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.840909090909091,0.891962719814002,0.817858413376023,0.872335271317829,0.841143392689784,0.855342136854742,0.865384615384615,0.822022445502086,0.869316010699274,0.870257037943696,0.853749072011878,0.810600157844824,0.817858413376023,0.809765735095122,0.875169790872128,0.863460915798981,0.857142857142857,0.871940559440559,0.876422764227642,0.900210399759543,0.900210399759543,0.900868029283378,0.908395180587751,0.961137939782022,0.944889502762431,0.944328710233846,0.9475,0.956521739130435,0.998003992015968,0.986902074071996,0.969444115674439,0.993723849372385,0.994548637424775,1.00262123197903,0.932400932400932,0.965271820824404,0.92581162819405,0.932125033316244,0.92655912257792,1.00075114353194
