"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02"
"United States",0,,1.35209713024283,1.38461538461538,1.36041916766707,1.40234375,1.29402756508423,1.23822214901829,1.29104940523973,1.32575757575758,1.32978723404255,1.33333333333333,1.3,1.28956623681125,1.30340017436792,1.33540372670807,1.33858267716535,1.32142857142857,1.30563269956562,1.30786293518688,1.2962962962963,1.27840909090909,1.29213483146067,1.29533678756477,1.30321459600348,1.30347593582888,1.32485426603074,1.3,1.28320611925407,1.31795716639209,1.31330472103004,1.31406044678055,1.30555555555556,1.3125,1.30784708249497,1.31014768937589,1.29411764705882,1.31230676903821,1.314459049545,1.32743362831858,1.32505175983437,1.31034482758621,1.3353115727003,1.34446130500759,1.34157055822596,1.37221269296741,1.39013452914798,1.3953488372093,1.37614678899083,1.35294117647059,1.33614627285513,1.33460438512869,1.40295769737989,1.41752577319588,1.42450142450142,1.42857142857143,1.42694063926941,1.3986013986014,1.38461538461538,1.39082058414465,1.41369047619048,1.42503097893432,1.44927536231884,1.4679802955665,1.5089722675367,1.52439024390244,1.53301886792453,1.54849225753871,1.52116402116402,1.51960784313725,1.50862068965517,1.52755777397366,1.54320987654321,1.55924479166667
"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47058823529412,4.08695652173913,4.10410557184751,4.13223140495868,4.10526315789474,4.02815897497553,3.94736842105263,4.062681369704,4.10441765078862,3.96204676380888,3.92156862745098,3.88778662625616,3.86312969522492,3.78743051819975,3.88158638625057,4.08163265306122,4.08432147562582,4.09304697092672,4.10596026490066,4.15497557355331,4.17097422280331,4.0084388185654,3.97303727200634,3.99916666666667,3.86100386100386,3.81043256997455,3.79297769058578,3.81399615586231,3.87931034482759
"Los Angeles-Long Beach-Anaheim, CA",2,1.70940170940171,1.66666666666667,1.68302945301543,1.66244107108177,1.65841584158416,1.68217609162491,1.63996948893974,1.66362960905186,1.69025382132232,1.68539325842697,1.69635284139101,1.70934769484955,1.68784284678765,1.66382252559727,1.6602186103129,1.68918918918919,1.69642857142857,1.69573643410853,1.69427710843373,1.6793893129771,1.66809238665526,1.69230769230769,1.68674698795181,1.69078954858542,1.70419254658385,1.695,1.6849199663016,1.6962769431744,1.6875,1.69811320754717,1.69962917181706,1.7,1.70168623642624,1.68351872299241,1.68355143117801,1.68527342102236,1.70273569049169,1.70068027210884,1.71480144404332,1.74180327868852,1.74050632911392,1.75482751159312,1.78051001821494,1.77902621722846,1.79487179487179,1.78252234359484,1.78571428571429,1.77736818622878,1.77103099304238,1.77905367557415,1.7813887422011,1.81184668989547,1.83333333333333,1.85909980430528,1.86131386861314,1.86246418338109,1.86269123033829,1.87393526405451,1.8763557483731,1.89189189189189,1.88679245283019,1.8972274338128,1.96540880503145,1.97802197802198,1.96969696969697,1.99619771863118,1.9989260291788,2,2,1.99809447224208,2.02020202020202,2.03560035026659,2.04379562043796
"Chicago, IL",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44444444444444,1.46814404432133,1.43198090692124,1.38228941684665,1.36,1.3424192909487,1.47247119078105,1.43198090692124,1.43534002229654,1.40997830802603,1.41666666666667,1.40909090909091,1.41666666666667,1.425,1.42857142857143,1.43516183270282,1.45822287027218,1.41025641025641,1.41932234432234,1.44,1.45454545454545,1.45808019441069,1.42857142857143,1.41176470588235,1.40449262050471,1.41666666666667,1.44162240768842,1.47222222222222
"Dallas-Fort Worth, TX",4,,,,,,0.879902757777055,0.965016883668417,0.936291549184621,1.03315363881402,1.00463678516229,1.04777870913663,1.0424588086185,1.00101692223751,1,1.00439595490801,1,1,1,0.972651345840494,0.954353632478633,0.953526196507132,0.945351313749823,0.958584259285438,0.975609756097561,1.00829151986429,1.01145038167939,0.968888888888889,0.952813067150635,0.985243055555556,0.985181119648738,0.995924634794157,1.03883495145631,1.04166666666667,1.0689990281827,1.04125,1.02112676056338,1.02678571428571,1.07113316790736,1.03476246951151,1.05544993662864,1.03984877126654,1.07482638888889,1.06291785912153,1.03994569163557,1.07947444861013,1.07591623036649,1.06647449584816,1.03099519949014,1.03355302576393,1.03580186405728,1.04166666666667,1.05297806728804,1.06569638412399,1.06508875739645,1.07142857142857,1.06479234363248,1.05587329520458,1.05619764151986,1.04815864022663,1.06077795786062,1.05166098978161,1.07114101679319,1.09942638623327,1.10274275477346,1.09951914395751,1.10635316894233,1.11111111111111,1.1045643873655,1.10530246452577,1.10274275477346,1.09649122807018,1.11067054366023,1.12866817155756
"Philadelphia, PA",5,1.10584518167457,1.06589147286822,1.12021857923497,1.12256479076604,1.15116526760919,1.15521647255393,1.16562566095601,1.1401171425628,1.15886324635186,1.11607142857143,1.10589239965841,1.12602459016393,1.12704918032787,1.17517443995593,1.19230769230769,1.19047619047619,1.15740740740741,1.16279069767442,1.18607026143791,1.14288307915759,1.12168702764261,1.12797619047619,1.1202053454934,1.12087869175498,1.15646258503401,1.19641076769691,1.22252415458937,1.20373931623932,1.17377265170215,1.16405914293527,1.11925385065082,1.1,1.08418367346939,1.09773371104816,1.09685430463576,1.09628665881121,1.10941086457536,1.14285714285714,1.20743586616254,1.23091491841492,1.21354166666667,1.18577075098814,1.16666666666667,1.15843495934959,1.14766641162969,1.13636363636364,1.13831615120275,1.12781954887218,1.12781954887218,1.13636363636364,1.15625,1.24209317341592,1.2455628563876,1.23751032298464,1.20614035087719,1.18675595238095,1.16279069767442,1.15967102221573,1.15249796987664,1.16056262335106,1.1963004101162,1.25672585001096,1.29250566782138,1.29310344827586,1.27141573116149,1.27973063973064,1.25,1.22340425531915,1.21818181818182,1.19340712893344,1.17857142857143,1.19092609105216,1.20798319327731
"Houston, TX",6,,,,,,,,0.924744897959184,0.986842105263158,0.974842767295597,0.911458333333333,0.96830985915493,1.04166666666667,1.02657004830918,1.06515296572793,1.01141407736208,1.0190414884339,0.99304865938431,0.945869254972,0.985626283367556,0.954653937947494,0.941039837087947,0.943075615972812,1.09801324503311,1.11111111111111,1.05845323741007,0.907821229050279,0.881126021596271,0.932885906040268,0.924744897959184,0.955240174672489,0.951443569553806,0.964423222513032,0.970873786407767,0.988640760005158,0.975409836065574,0.9765625,0.990521327014218,0.988909426987061,1,1.07106682067517,1.17117117117117,1.22939853164292,1.22448979591837,1.24051296328685,1.21902874132805,1.23239436619718,1.22863247863248,1.21012658227848,1.19289340101523,1.17494062983996,1.22636688809402,1.20442911847452,1.1951566951567,1.19757834757835,1.20711562897078,1.18946474086661,1.20884773662551,1.23959702059698,1.218820861678,1.20945945945946,1.2090548877779,1.27304653204565,1.27199288806432,1.29382303839733,1.29441151919866,1.30989314029645,1.29718126091082,1.27175596048802,1.26050420168067,1.28062800653162,1.2753236577995,1.30530973451327
"Washington, DC",7,1.44230769230769,1.44203043208234,1.44114897985201,1.38436309214227,1.42656552513138,1.39344262295082,1.34932533733133,1.36363636363636,1.39805846327585,1.40465547551668,1.4297385620915,1.44335511982571,1.42746913580247,1.42857142857143,1.45211930926217,1.459656737029,1.45497224390667,1.44467320551393,1.46395964508975,1.47058823529412,1.45502645502646,1.47213459516299,1.47991543340381,1.46669246646027,1.4748718433796,1.48476175742574,1.5,1.51415014233034,1.50862068965517,1.50922148563658,1.51311382272384,1.52087294043093,1.53600824294835,1.55601659751037,1.54393564356436,1.52515831033186,1.54351728886921,1.58488805970149,1.57968313140727,1.56813627254509,1.57563025210084,1.59574468085106,1.58959537572254,1.55935631324747,1.5562184154867,1.55034895314058,1.54494382022472,1.52617699307896,1.52941176470588,1.52542372881356,1.52777777777778,1.57284768211921,1.56237764291308,1.5625,1.56072586205786,1.5470891357206,1.52771042138161,1.52750291269044,1.5406378600823,1.54929577464789,1.5650813091107,1.57894736842105,1.60427807486631,1.61764705882353,1.61290322580645,1.61448140900196,1.60887096774194,1.61645422943221,1.6,1.59632656464057,1.60430597162256,1.62469180548336,1.63524590163934
"Miami-Fort Lauderdale, FL",8,1.66969696969697,1.62162162162162,1.60891089108911,1.57517123287671,1.59307034648268,1.48861646234676,1.41843971631206,1.64516541172634,1.61085838765998,1.61404767298447,1.6,1.49063032367973,1.47058823529412,1.46145816605107,1.45923134831483,1.45631067961165,1.44376899696049,1.4375,1.44329896907216,1.46062271062271,1.45328719723183,1.46784646927996,1.45005800464037,1.43945808636749,1.42857142857143,1.44557823129252,1.43617021276596,1.43136123845051,1.47435897435897,1.4590917584471,1.46341463414634,1.46666666666667,1.44,1.42857142857143,1.42857142857143,1.42857142857143,1.44230769230769,1.44654088050314,1.43815915627996,1.449,1.49918962722853,1.58163265306122,1.57318741450068,1.55802233444184,1.60398230088496,1.5929203539823,1.61812297734628,1.5625,1.53210455783145,1.50402455219771,1.48760330578512,1.53774464119292,1.55693950177936,1.58333333333333,1.59509202453988,1.59757817795446,1.58730158730159,1.5748031496063,1.55808724876792,1.59118727050184,1.59972183588317,1.63339973439575,1.66666666666667,1.80127023449277,1.87057633973711,1.88172043010753,1.92169431700035,1.83333333333333,1.87130125713485,1.85333333333333,1.84615384615385,1.84583055677116,1.86741363211951
"Atlanta, GA",9,0.958727240896359,0.875,0.904726345083488,0.901704545454545,0.863365822255853,0.78125,0.753012048192771,0.816391468868249,0.855420707190161,0.8740234375,0.953079178885631,0.887573964497041,0.952307692307692,0.949796472184532,0.925925925925926,0.918422474338196,0.906546186798643,0.867198838896952,0.861498058917561,0.84375,0.817452190448854,0.816326530612245,0.830188679245283,0.814814814814815,0.835148874364561,0.865929614036532,0.820489573889393,0.8,0.817307692307692,0.826585695006748,0.820793433652531,0.773255813953488,0.816326530612245,0.803389114464759,0.770833333333333,0.78125,0.770203213944024,0.765827093260722,0.788508557457213,0.776810265811182,0.78125,0.785796957671958,0.827015851137147,0.818181818181818,0.790428874668005,0.771604938271605,0.788843834824011,0.78125,0.763473053892216,0.767543859649123,0.777698863636364,0.824372759856631,0.793913418003425,0.805635838150289,0.828729281767956,0.847762867259388,0.83988031731196,0.8435960591133,0.863907913829973,0.856415888022662,0.870743034055728,0.87956698240866,0.88339222614841,0.908808933002481,0.925925925925926,0.910931174089069,0.880225080385852,0.858582473528854,0.856929955290611,0.819271721255196,0.84915143311033,0.863479550547307,0.887909867377639
