"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2016-02-29,"Van Buren","MI","Kalamazoo",710,1059,0.0124282982791587,0.0392541707556428,0.0382352941176471,28607
2016-02-29,"Leavenworth","KS","Kansas City",711,1244,0.0113821138211382,0.0298013245033113,0.0221857025472473,22254
2016-02-29,"Cole","MO","Jefferson City",712,753,-0.00528401585204756,-0.00528401585204756,0.0561009817671809,21338
2016-02-29,"Umatilla","OR","Hermiston-Pendleton, OR",713,1097,0.0138632162661738,0.0477554918815664,0.0378429517502365,18936
2016-02-29,"Cape Girardeau","MO","Cape Girardeau",714,925,-0.00323275862068966,-0.00537634408602151,0.0187224669603524,37900
2016-02-29,"Liberty","TX","Houston",715,1267,0.00396196513470681,0.00555555555555556,0.0471074380165289,19797
2016-02-29,"Lynchburg City","VA","Lynchburg",716,901,0.00558035714285714,0.00334075723830735,0.00670391061452514,23521
2016-02-29,"Lewis","WA","Centralia",717,1003,0.00804020100502513,0.00601805416248746,0.0255623721881391,24833
2016-02-29,"Natrona","WY","Casper",718,1347,-0.00663716814159292,0,-0.0645833333333333,25907
2016-02-29,"Polk","OR","Salem",719,1417,-0.000705218617771509,-0.00140944326990839,0.0670180722891566,19024
2016-02-29,"Coryell","TX","Killeen",720,828,-0.00600240096038415,-0.0293083235638921,-0.0372093023255814,18066
2016-02-29,"Clinton","MI","Lansing",721,1221,-0.0129345189975748,-0.0121359223300971,0.0805309734513275,25615
2016-02-29,"Anderson","TN","Knoxville",722,920,0.00987925356750823,0.0325476992143659,0.00656455142231947,33529
2016-02-29,"Allegany","MD","Cumberland",723,1084,-0.00732600732600733,-0.0407079646017699,-0.0321428571428571,35241
2016-02-29,"Forrest","MS","Hattiesburg",724,1007,0.0317622950819672,0.0874730021598272,0.0827956989247312,19837
2016-02-29,"Hancock","OH","Findlay",725,1101,0.000909090909090909,0.00639853747714808,0.0185013876040703,27848
2016-02-29,"Wood","WI","Wisconsin Rapids-Marshfield, WI",726,902,0.00222222222222222,0.00894854586129754,-0.0643153526970954,24060
2016-02-29,"Floyd","IN","Louisville/Jefferson County",727,1129,0.00266429840142096,-0.0017683465959328,0.00623885918003565,33959
2016-02-29,"Putnam","FL","Palatka",728,1037,-0.0216981132075472,-0.0253759398496241,0.140814081408141,17800
2016-02-29,"Bullitt","KY","Louisville/Jefferson County",729,1035,0.00290697674418605,-0.0105162523900574,0.0402010050251256,30525
2016-02-29,"Oconee","SC","Seneca",730,1064,0.0280193236714976,0.0824008138351984,0.0191570881226054,31733
2016-02-29,"Bastrop","TX","Austin",731,1355,-0.00294334069168506,-0.00805270863836018,0.0157421289355322,20287
2016-02-29,"Christian","KY","Clarksville",732,832,-0.00239808153477218,-0.0071599045346062,-0.00834326579261025,16174
2016-02-29,"Augusta","VA","Staunton",733,1275,0.00235849056603774,-0.00390625,-0.00855365474339036,26022
2016-02-29,"Surry","NC","Mount Airy",734,986,-0.00101317122593718,0.0102459016393443,0.0175438596491228,13157
2016-02-29,"Madison","NY","Syracuse",735,1383,0.0206642066420664,0.0367316341829085,-0.0786142571618921,20548
2016-02-29,"Nassau","FL","Jacksonville",736,1447,0.00486111111111111,0.0204513399153738,0.0515988372093023,28230
2016-02-29,"Iberia","LA","Lafayette",737,1175,-0.00676246830092984,-0.027317880794702,-0.0516545601291364,21562
2016-02-29,"Monroe","FL","Key West",738,3296,0.0172839506172839,0.0550576184379001,0.0407325544679507,44705
2016-02-29,"Wagoner","OK","Tulsa",739,1173,0.00170794192997438,0.0217770034843206,0.000853242320819113,32302
2016-02-29,"Grays Harbor","WA","Aberdeen",740,842,-0.00355029585798817,-0.0209302325581395,-0.00824499411071849,32093
2016-02-29,"Chelan","WA","Wenatchee",741,1436,0.0155586987270156,0.0316091954022989,0.0652818991097923,33220
2016-02-29,"Putnam","TN","Cookeville",742,951,-0.0145077720207254,-0.0593471810089021,-0.00314465408805032,24671
2016-02-29,"Yuba","CA","Yuba City",743,1250,0.0072522159548751,0.00969305331179321,0.0137875101378751,19009
2016-02-29,"Aroostook","ME",,744,930,-0.00321543408360129,0.00977198697068404,0.0580204778156997,23166
