"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","06","037",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319750,320000,318000,309000,325000,325000,325000,325000,325000,329000,325000,325000,324900,329900,339000,329900,357000,369000,360000,359000,367500,375000,379000,379450,375000,389000,389000
"Harris","TX","Houston","48","201",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79925,82000,85900,86000,85500,84900,83999,88500,89900,97950,98000,97500,96500,94995,93450,102000,107000,107000,110000,115000,112000,109950,120000,109925,119944,129000,125000,129000,136000,141000,139900,129500,143950,140000,148000,151000,144700,149900,140000,145000
"Maricopa","AZ","Phoenix","04","013",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83950,89900,89300,91250,89900,88000,88000,88700,92750,94900,95000,99000,82500,80000,89000,99000,104550,105000,104900,109700,97000,98000,99900,1e+05,107500,106000,106000,109500
"San Diego","CA","San Diego","06","073",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000,249900,244950,249000,256500,254000,265000,265000,259900,255000,255000,265000,253200,250000,245000,250000,259900,275000,277000,289000,287500,285000,295000,299000,299000,299900,314750
"Orange","CA","Los Angeles-Long Beach-Anaheim, CA","06","059",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000,255000,259000,270000,270000,271900,269900,279000,267250,275000,275000,264950,273900,275000,275000,285000,295000,289900,289900,289000,276950,269900,272500,279900,295000
"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,240000,239000,240000,239900,244950,245000,249250,249000,250000,250000,255000,275000,279000,274400,278000,274000,266000,259900,254900,259000,265000,270000,269900,289000,290000,295000,290000
"Dallas","TX","Dallas-Fort Worth","48","113",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115499,116600,115000,115900,109900,110900,117250,119900,115000,117500,119900,119450,119000,117200,120000,127450,119950,121950,129900,135000,135000,136900,139900,138500,129900,134950,145000,149500,150000
"Queens","NY","New York","36","081",8,195000,196000,199000,199947.5,209000,207000,208000,208000,205000,205000,208000,199000,199000,199000,199000,195000,192000,189000,189000,189000,189000,189000,188000,185000,188000,185000,185000,184250,183000,184999,179999,179000,179000,179000,179000,179000,177000,175000,175000,175999,179000,175000,178000,179000,179900,179000,179000,179000,179000,179900,189000,189000,189000,190000,189000,190000,195000,192888,190000,189950,199000,199000,199000,199000,199000,215000,208940,218000,225000,228844,229894,235000,245000,249000
"Riverside","CA","Riverside","06","065",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121500,127000,127875,129900,135000,136900,142450,139900,134900,134900,139000,134500,138100,135000,142000,145000,139900,145000,146499.5,145499.5,145000,143500,148000,145000,149900,147000,145000,144900
"Santa Clara","CA","San Jose","06","085",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,349888,352444,343000,349000,349000,388888,394500,375000,375888,395000,385000,378000,373500,399650,404000,406500,412499.5,399999,449000,469950,496500,492000,469000,450000,449500,449250,444000
"Broward","FL","Miami-Fort Lauderdale","12","011",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93900,89900,97000,95000,97200,94700,92500,95450,95000,93400,93250,94600,89500,89500,89500,97500,99900,99000,96000,97000,99000,99924.5,97950,99900,110000,110000,105900,110000
"New York","NY","New York","36","061",12,649000,625000,635000,645000,639500,629000,625000,625000,629000,625000,625000,625000,625000,565000,625000,625000,625000,629000,625000,636500,625000,629000,645000,640000,629000,649000,630000,649000,649000,649000,645000,645000,639000,649000,675000,675000,675000,675000,675000,675000,670000,599000,6e+05,690000,695000,665000,699000,687000,720000,725000,729000,650000,675000,749000,749000,749000,770000,795000,825000,840000,849000,850000,849497,875000,875000,875000,895000,935000,949000,950000,965000,979500,1050000,1082500
"Philadelphia","PA","Philadelphia","42","101",13,272400,279000,275000,274900,275000,275000,269900,264900,260000,259900,250000,249000,249900,259000,245000,229900,236250,234900,225000,229000,219900,199900,229950,220886,224000,228000,239950,229900,2e+05,219450,232000,235000,230000,237000,235000,239900,245000,239900,245000,249750,239999,239900,249900,245000,245000,249000,259000,259000,249950,259000,268250,269000,264500,265000,269900,275000,275000,269000,239900,239700,264000,270000,275000,270000,274500,280000,270000,269900,275000,282500,289000,284950,280000,289000
"Alameda","CA","San Francisco","06","001",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299500,299950,319000,320000,317950,3e+05,309894,310000,312450,299950,309000,325000,329000,348500,345000,375000,379000,375000,379000,379000,379000,395000,396944
"Middlesex","MA","Boston","25","017",15,,,189900,199900,199000,199000,189900,189999,199000,2e+05,212950,189000,184950,187000,185900,194950,218000,205000,193900,189900,184900,174950,159900,149900,164950,160000,170000,189900,190950,199500,188000,179900,189900,189000,199999.5,199999.5,199388,199900,209000,199900,209450,217450,219950,204900,206450,234000,219950,229950,219000,239450,229000,229000,246950,249900,240000,239900,229950,220000,225000,226000,236200,234900,229900,249900,263000,259894,259900,252450,272400,249450,245000,219900,217000,235000
"Suffolk","NY","New York","36","103",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168000,163000,159000,167000,164995,159000,159000,159995,159000,149700,150000,149990,151500,159000,152750,162445
"Bronx","NY","New York","36","005",17,155000,149999.5,145000,149000,149000,145000,145000,145000,145000,145000,148500,149000,149000,149000,150000,149900,150000,149000,145000,139000,134000,135000,135000,123249.5,129000,125000,127000,133000,134250,130000,135000,135000,139000,135000,140000,149000,147000,149000,142450,140000,139000,140000,139000,139000,140000,139500,139900,139900,139900,135000,135000,139900,144900,149000,149000,149000,149000,145000,119900,135500,135000,135000,144000,145000,148000,145000,145000,149000,145000,145000,149500,149900,149949.5,149000
"Nassau","NY","New York","36","059",18,224999.5,220000,224999.5,225000,224900,225000,219000,219000,224900,219000,222867,215000,209000,199000,205000,199000,199000,199000,192000,197000,199000,197650,195000,189000,189000,185000,189900,185000,180000,179900,179000,179000,179000,179000,180000,183249.5,187000,180000,179000,179000,179000,180000,184850,185000,186500,179900,180000,180000,185000,184500,187000,195000,190900,189000,197500,199000,199000,198000,189000,185000,188000,189900,198000,199000,199000,199999.5,205000,199994.5,199000,199000,198000,194999,194450,192500
"Palm Beach","FL","Miami-Fort Lauderdale","12","099",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,59900,57750,55000,59250,59900,61000,60000,63950,69900,68847.5,68000,69900,67700,62450,65000,68900,67900,71000,68800,74900,69990,72800,74900,69900,70000,72000,74900,73750
"Hillsborough","FL","Tampa","12","057",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54700,57000,60000,59500,59000,59900,56000,52500,59925,63500,67550,68000,64900,63700,62900,69000,63000,65000,69000,69950,69900,79900,75000,75000,77800,74900,72500,75000
"Allegheny","PA","Pittsburgh","42","003",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99000,105000,99950,1e+05,95000,89900,85000,84900,77950,85000,83700,85000
"Hennepin","MN","Minneapolis-St Paul","27","053",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142700,144400,149900,142500,150000,149900,145000,144700,144900,134900,134900,137249.5,137750,139900,159411,159450,155000,149900,150000,149900,155000,159900,155000,164900,161900,159900
"Orange","FL","Orlando","12","095",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59900,55000,59900,59900,59000,55000,59900,63000,64000,60000,59900,60000,56900,59900,61900,59950,60000,62900,64900,68500,70000,70000,72700,74225,75000,76500,76500,79950
"Fairfax","VA","Washington","51","059",24,,,169900,180000,180000,174750,178900,178900,179900,179500,180000,174912.5,179900,175000,174800,164900,172900,175000,179000,169499.5,165000,160000,160000,150000,134995,155000,159900,169900,177750,184900,179969.5,179900,179700,179900,189900,184450,180000,189900,195850,199999.5,2e+05,208000,199950,199950,209450,209450,209250,204950,210000,214900,223500,216250,215500,219900,224900,220000,219900,219000,219975,216250,215000,213500,215000,215000,219900,215000,209000,219900,219000,216300,210000,214000,214000,215000
"Contra Costa","CA","San Francisco","06","013",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249950,220000,209000,210000,210000,229000,250000,279000,267000,273500,271250,235000,237000,246500,249950,285000,279900
