"Date","RegionID","RegionName","State","Metro","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2016-02-29,273,"Pike","GA","Atlanta",964,138800,0.00945454545454546,0.0190895741556534,0.0937746256895193,0.0155405463826124,0.000650737965485648,"2007-11","2007-Q4",144100,-0.0367800138792505,"2007-07"
2016-02-29,1606,"Chaffee","CO",,965,310600,0.00746026597469997,0.028817489234846,0.114459992823825,0.0252429703228807,0.0257380477939102,"2016-02","2016-Q1",310600,0,"2016-02"
2016-02-29,310,"Rush","IN",,966,89300,0.00676437429537768,0.0311778290993072,0.150773195876289,0.00385149600922752,,"2010-08","2010-Q3",100800,-0.114087301587302,
2016-02-29,2269,"Fountain","IN",,967,82600,-0.00481927710843374,-0.0224852071005917,-0.0450867052023121,0.0269950491797573,-0.0137855001072187,"2005-01","2005-Q1",99100,-0.166498486377397,"2003-10"
2016-02-29,1324,"Pitkin","CO","Glenwood Springs, CO",968,1169800,0.00412017167381974,0.0276728454713169,0.113458975823339,0.0376344960867512,0.0196333301720661,"2008-01","2008-Q1",1520700,-0.230748997172355,"2006-10"
2016-02-29,1613,"Chester","TN","Jackson",969,100600,-0.0146914789422135,-0.0280193236714976,0.0946681175190424,0.0330619676104995,0.020405090048333,"2015-11","2015-Q4",103500,-0.0280193236714976,"2015-08"
2016-02-29,1371,"Scurry","TX","Snyder",970,78300,0.00513478818998716,0.00772200772200772,0.0638586956521739,0,,"2010-10","2010-Q4",80000,-0.02125,"2010-09"
2016-02-29,293,"Polk","TN","Cleveland",971,100700,-0.0137120470127326,-0.043684710351377,-0.0684551341350601,0.0311056001679479,0.00282390474732708,"2008-03","2008-Q1",115300,-0.126626192541197,"2006-04"
2016-02-29,2835,"Robertson","TX","College Station",972,87800,-0.00453514739229025,-0.0112612612612613,0.0642424242424242,0.0527492685025848,,"2015-11","2015-Q4",88800,-0.0112612612612613,"2015-07"
2016-02-29,487,"Dukes","MA","Vineyard Haven, MA",973,702700,-0.00042674253200569,0,0.040728672985782,0.0273544737905627,-0.00171978093653935,"2006-08","2006-Q3",725000,-0.0307586206896552,"2005-11"
2016-02-29,871,"Benton","TN",,974,66100,-0.00750750750750751,-0.030791788856305,-0.092032967032967,0.0093328776749515,-0.00837548036977376,"2014-08","2014-Q3",76900,-0.140442132639792,"2013-12"
2016-02-29,3046,"Vermillion","IN","Terre Haute",975,72800,0.00137551581843191,0.00552486187845304,-0.0122116689280868,0.0229245566260303,-0.0145595604316906,"2005-02","2005-Q1",87900,-0.171786120591581,"2004-01"
