"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","06","037",1,,1.61417763933563,1.62162162162162,1.67364016736402,1.66563849475632,1.67814113597246,1.70940170940171,1.67822354158532,1.64067791618812,1.64458192183756,1.64587162359869,1.72222222222222,1.69724770642202,1.70533750255781,1.69110925906011,1.71551107934239,1.7083719445001,1.7014694508894,1.66666666666667,1.63626392410892,1.61458333333333,1.63636363636364,1.63305250925993,1.63404731832895,1.63624921334172,1.61096792668958,1.60120435460968,1.58013544018059,1.595,1.60112359550562,1.55555555555556,1.5,1.54622219207813,1.57142857142857,1.56828193832599,1.56287291169451,1.55038759689922,1.58278042141789,1.59911894273128,1.57534246575342,1.52522935779817,1.54569892473118,1.55502392344498,1.52465846505972,1.55325443786982,1.53912295786758,1.51673640167364,1.54123263888889,1.53898369982158,1.53142402545744,1.53910149750416,1.56741108354012,1.61817641601792,1.66037735849057,1.72204493192924,1.71086398631309,1.70666503608509,1.71875,1.71884591774095,1.72651933701657,1.75105512827221,1.73333333333333,1.74689440993789,1.83333333333333,1.85206643491696,1.86234903905614,1.88328625235405,1.88888888888889,1.89393939393939,1.89542483660131,1.91089346479365,1.88333333333333,1.90909090909091,1.94653516740202
"Cook","IL","Chicago","17","031",2,,1.36363636363636,1.31195934256055,1.31195934256055,1.2974987974988,1.2974987974988,1.29246676514032,1.28708753148694,1.29057769723724,1.30254085488541,1.33333333333333,1.34810400619844,1.28205128205128,1.31136742901029,1.41666666666667,1.51282051282051,1.5,1.56087408949011,1.59036710507299,1.61176470588235,1.59090909090909,1.5025041736227,1.4520202020202,1.45920190589637,1.50701780104712,1.54519016508472,1.5741935483871,1.35708227311281,1.44449622035829,1.61434977578475,1.64666666666667,1.72920783926219,1.8519822639541,1.86739327883742,1.86185925282363,1.84615384615385,1.82608695652174,1.81878306878307,1.91656441717791,1.91538461538462,1.81818181818182,1.56968641114983,1.58333333333333,1.42045454545455,1.45833333333333,1.41707760568685,1.39977603583427,1.44609991235758,1.40266507770098,1.34864765468224,1.32583858257511,1.3084495488105,1.4,1.45,1.47569444444444,1.46788990825688,1.46762066946226,1.46382089884629,1.45833333333333,1.45833333333333,1.46445497630332,1.48148148148148,1.48779781043339,1.53399205164529,1.55198788753609,1.49133383571967,1.49253731343284,1.48313492063492,1.46445497630332,1.42857142857143,1.42276422764228,1.41061810720698,1.43102461362335,1.4367816091954
"Harris","TX","Houston","48","201",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.876479670612455,0.917791411042945,0.902605566346486,1.03429796355841,0.976744186046512,0.838744588744589,0.846040616147428,0.793918918918919,0.793333333333333,0.794117647058823,0.800266844563042,0.802005012531328,0.78675765858507,0.78082929456112,0.784593437945792,0.798969072164949,0.826017946511518,0.834260289210234,0.837788846939963,0.840226206761775,0.837379498904,0.834447715679851,0.832853224162364,0.833333333333333,0.840325073123938,0.845864661654135,0.852040761796212,0.867052023121387,0.868845676458419,0.874181418664495,0.874333135743924,0.870457236956828,0.865848923131339,0.862338797161531,0.866788321167883,0.867467338997385,0.866666666666667,0.87286149152259
"Maricopa","AZ","Phoenix","04","013",4,,0.885416666666667,0.839630562552477,0.80720352710672,0.80172679617638,0.823872787681886,0.793103448275862,0.78247760874576,0.780573006932409,0.781349946695096,0.762146713242299,0.764163372859025,0.719314276092275,0.717852684144819,0.716326636803765,0.722085241282142,0.719971056439942,0.715163470677872,0.708570990341443,0.706319702602231,0.693717277486911,0.690379024802817,0.684931506849315,0.683654443753884,0.684596577017115,0.683177549206097,0.694444444444444,0.709083542065714,0.711038961038961,0.712589073634204,0.714285714285714,0.714285714285714,0.707459363014372,0.706785137318255,0.709866220735786,0.702887537993921,0.701320132013201,0.707692307692308,0.706214689265537,0.708333333333333,0.697393114095604,0.696384552177486,0.698947785831535,0.687732342007435,0.701681041306201,0.69873595505618,0.692594565796484,0.693430656934307,0.690537084398977,0.691964285714286,0.697294776119403,0.703771966115719,0.72618047596891,0.726727873045703,0.726978998384491,0.730400451212634,0.723985864225564,0.725376031052887,0.725490196078431,0.727667537175946,0.730169768417334,0.743392070484581,0.758006446079284,0.772573635924674,0.776699029126214,0.779650812763396,0.774102744546094,0.771313754175029,0.771069477943929,0.773533570945686,0.774986638161411,0.777076250607091,0.781842058234615,0.79447361937177
"San Diego","CA","San Diego","06","073",5,,,1.7535314174379,1.83680966876096,1.72847692213889,1.75,1.79249261914804,1.6882183908046,1.6270139547044,1.55361050328228,1.52777670268844,1.5342122106828,1.42975897970975,1.45833333333333,1.45588363927175,1.46279704214746,1.45474137931034,1.44197234864355,1.43037974683544,1.41932850917501,1.37734159779614,1.39582272032603,1.43400020974836,1.42444112288205,1.44432773109244,1.41442715700141,1.40113962372523,1.38653523549667,1.41509433962264,1.40909090909091,1.40393100681909,1.39353400222965,1.38921113689095,1.40826873385013,1.44016248498374,1.45065202723015,1.45780897185007,1.5,1.52021089630931,1.49073327961322,1.43212541582534,1.42040164292834,1.41818181818182,1.41914191419142,1.43302180685358,1.40369799691834,1.40565409029125,1.42559109874826,1.43884892086331,1.45671206225681,1.46427033345638,1.47822873485652,1.50713907985193,1.50649639752632,1.48409893992933,1.50139664804469,1.5071368597817,1.49322879543835,1.49535123966942,1.51711583528624,1.5337781313995,1.54551230783387,1.53721682847896,1.57142857142857,1.53172866520788,1.53576982892691,1.55748663101604,1.55275779376499,1.54397750907466,1.54561669008756,1.57203907203907,1.58415841584158,1.59179342058719,1.61410034392426
"Orange","CA","Los Angeles-Long Beach-Anaheim, CA","06","059",6,,1.77788735481043,1.6366145135056,1.67854977783197,1.64857813250229,1.6281441196465,1.59223596335769,1.55925155925156,1.58536585365854,1.57051282051282,1.55252261132786,1.59395973154362,1.56328320802005,1.55395683453237,1.56765676567657,1.60515621591951,1.58780581271051,1.55889145496536,1.559375,1.5491452991453,1.53622250970246,1.53823355068168,1.54381443298969,1.59151193633952,1.59342291849551,1.59593631211676,1.56431054461182,1.57460312258022,1.60294475912053,1.58946412352407,1.59029649595687,1.58782872274138,1.5970515970516,1.61770244821092,1.5997311827957,1.59139865737592,1.6,1.64113882372309,1.65456766917293,1.65482534043813,1.62735268626213,1.63583977619145,1.63644405130473,1.6318092711274,1.6304347826087,1.62477436823105,1.6358499023988,1.64106776757379,1.62729649028828,1.62818955042527,1.6270337922403,1.63312217795021,1.65580462855828,1.65871080933285,1.6551724137931,1.65079365079365,1.65625,1.65817920902295,1.66213954056696,1.66489932460516,1.67914901115801,1.67256582271157,1.69188861985472,1.70588235294118,1.72943722943723,1.72776911076443,1.74731202524678,1.7515923566879,1.74596945456708,1.73581302003054,1.75044883303411,1.76039119804401,1.79611650485437,1.77777436219477
"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",7,,,1.42857142857143,1.41017780502759,1.37231503579952,1.37886131516387,1.30166372116466,1.28676470588235,1.25642653923014,1.2440906468157,1.20689655172414,1.25726676043132,1.19599344876664,1.20325430644445,1.21945010183299,1.22478386167147,1.25475285171103,1.25,1.2516427516797,1.21735281097831,1.22103997032064,1.20472641330653,1.20932277924362,1.22800982800983,1.211532861344,1.22189638318671,1.25195618153365,1.27087872185911,1.26933756445855,1.28205128205128,1.29796059088294,1.31406044678055,1.30232558139535,1.21023926303516,1.20399279743615,1.21769722158761,1.20689655172414,1.20465912730677,1.22666417506626,1.22252415458937,1.22931442080378,1.24135546334716,1.25925925925926,1.23456790123457,1.21951219512195,1.2118018967334,1.21396054628225,1.22058778297244,1.22137404580153,1.21683062747702,1.21293800539084,1.21522632220246,1.23804164321891,1.25692373242437,1.27737226277372,1.26925948615844,1.26725504228644,1.25173852573018,1.25,1.25,1.26137918481604,1.27183121048545,1.28583337789778,1.31652520323683,1.32735317779566,1.3299556681444,1.35082872928177,1.34107871047165,1.33885891832833,1.33234093937375,1.34914877236497,1.35214626391097,1.34969325153374,1.36638068001271
"Dallas","TX","Dallas-Fort Worth","48","113",8,,,0.763591936469151,0.763591936469151,0.781061519903498,0.77302430139898,0.77007700770077,0.764580705806775,0.777705767984446,0.835544075211766,0.807319698600646,0.804772603485839,0.80314041294352,0.760095764290395,0.766348773841962,0.770653514180025,0.768321513002364,0.780173100263055,0.775547445255474,0.761085373924553,0.74501246882793,0.748779355142355,0.75046904315197,0.750341064120055,0.74217676264431,0.754404220749585,0.77732891374905,0.790680162510507,0.776441169507576,0.784313725490196,0.788168854534551,0.786701777485188,0.787806809184481,0.795880149812734,0.808856209150327,0.796666666666667,0.801068090787717,0.809131944444444,0.823970037453184,0.823045267489712,0.79556417352812,0.788827489212681,0.793265048690235,0.78740157480315,0.789265982636148,0.783518639633748,0.783378746594005,0.783987116549018,0.781712397719261,0.786587268566674,0.788667004656752,0.796655418541354,0.819610778443114,0.816666666666667,0.833333333333333,0.828313253012048,0.821428571428571,0.813360254074143,0.809460321801358,0.809061488673139,0.811538461538462,0.828068244672662,0.854006264921989,0.848814862267777,0.860018058427752,0.872767145135566,0.889679715302491,0.89465869335286,0.879570518536517,0.894793643117109,0.907666776745748,0.90625,0.910931174089069,0.910224438902743
"Queens","NY","New York","36","081",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33333333333333,2.19559020791415,2.40625,2.1484375,2.19791666666667,2.08333333333333,2.12132352941176,2.08317320010249,2.04195804195804,2,1.91637630662021,1.90155709342561,2.08696283391405,2.11538461538462,2.16714836223507,2.11538461538462,2.14863838242169,2.19375,2.16714836223507,2.13333333333333,2.09090909090909,2.14673913043478,2.11381783575507,2.14285714285714,2.18188542227004,2.2099358974359,2.17391304347826,2.19953703703704,2.21153846153846,2.1875,2.1875,2.17077155064086,2.2,2.21153846153846
"Riverside","CA","Riverside","06","065",10,,,,,,,,,,,,,,1.05045180722892,1.02140077821012,1.03294573643411,1.00832967996493,0.992626205331821,0.973653556766204,0.971922246220302,0.968724703184026,0.970524802300503,0.970524802300503,0.973499473499474,0.97972972972973,0.965194882238136,0.963915666492915,0.946969696969697,0.942285041224971,0.933465236630348,0.920447074293228,0.924038906901343,0.922993401820763,0.924394176275161,0.9343801910299,0.934329951948745,0.923566878980892,0.918869084204057,0.922619047619048,0.924142651241888,0.9164708063075,0.91820987654321,0.921481742701334,0.914634146341463,0.916355191557192,0.924392595537399,0.91792656587473,0.91820987654321,0.918727915194346,0.909090909090909,0.907134071340713,0.907066931400175,0.93492894540015,0.932264401898696,0.928612972913089,0.933142251709556,0.942784452251098,0.926920083008324,0.930706823514209,0.940438871473354,0.939808701725286,0.948866660820786,0.950334288443171,0.967296176877015,0.959111559818274,0.957223900068826,0.964242667738047,0.968992248062015,0.970017636684303,0.978187252164646,0.976953907815631,0.984167736414206,0.985445724681625,0.984841356673961
