"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","06","037",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000,429900,420000,425000,430000,449000,454900,460000,470000,469000,469000,468000,460000,449844,449000,460000,475000,489900,499997,514900,515000,519000,518500,519900,519000,515000,510000,519800
"Cook","IL","Chicago","17","031",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199900,199900,193562,225000,244900,259000,259900,259900,269000,257740,249900,244700,235000,219900,224900,245000,264950,274250,270000,275000,274500,263500,257000,254900,249000,245000,249900,263400
"Harris","TX","Houston","48","201",3,119000,120000,124210,124900,124500,122900,120000,122000,128500,126500,128000,125000,124900,124900,124900,124900,125000,125269,125000,124900,120000,120000,119000,119900,119680,118992.5,119900,120495,122000,123000,124000,124990,123990,124000,129999,130900,131490,137990,139900,143560,144990,145497.5,146950,149000,149000,150000,149900,149999,152517,158000,160000,167900,168000,169375,169350,171000,170994.5,175000,175970,185000,189900,199900,2e+05,214900,2e+05,197495,210000,217900,222900,224925,222740,226178,229900,219900
"Maricopa","AZ","Phoenix","04","013",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000,215000,215000,217990,219900,221900,219990,220000,219816,219900,219999.5,225000,220000,224900,233400,232000,239000,242000,240920,238499.5,235000,244900,246875,249900,254500,255000,259900,254900
"San Diego","CA","San Diego","06","073",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415000,422000,425000,430000,439900,449900,449900,465000,469000,465000,459900,454000,450000,445000,449950,459900,484900,489000,499900,489000,513000,515000,515000,509900,515000,515000,519000,519144
"Orange","CA","Los Angeles-Long Beach-Anaheim, CA","06","059",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579900,575000,577499.5,589900,599000,6e+05,615000,619000,615000,615000,620000,609000,599900,595000,599900,620000,629000,639000,649000,649000,647850,649000,649250,649000,649000,649900,649999,650000
"Kings","NY","New York","36","047",7,485000,495000,489000,479000,485000,485000,489000,495000,499000,492500,489000,489000,489000,495000,499000,490000,499000,495000,499000,489500,499000,489000,479000,475000,470000,479000,489000,489000,489950,459000,439950,439000,439000,447000,479000,475000,468999,459000,459000,470000,469900,486500,479000,487000,489000,488000,529000,529000,545000,529000,540000,529000,539000,575000,569000,590000,6e+05,619000,625000,620000,677000,729000,739000,689000,704500,749000,739900,725000,750000,795000,795000,799000,889499.5,897000
"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,235000,230000,234990,230000,240000,239900,240000,235000,239999.5,249000,250000,260000,265200,260000,275000,289000,285000,265000,265000,290000,297700,3e+05,304900,325000,330000,340000,339900
"Dallas","TX","Dallas-Fort Worth","48","113",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000,145000,144994.5,138445,137900,144900,150000,155000,149900,149900,156990,149900,149900,145633.5,149900,150000,160000,164900,168000,170642.5,170000,169900,174900,179500,179900,179700,174840,175000,179000
"Queens","NY","New York","36","081",10,449000,449000,442500,439000,439000,433000,429000,429000,434900,434000,434450,425000,419000,4e+05,419000,419000,418450,410000,399000,399000,399000,399000,389388.5,389000,389000,379000,379000,379000,379450,379000,379000,373000,369000,369000,379900,379000,379000,385000,385000,385000,389000,388900,379000,379000,379000,371000,379000,379000,379000,392300,389000,398949.5,399000,399000,399999,4e+05,404520,429000,429000,419000,425000,419000,419000,419000,422500,419000,435000,439000,445000,479000,469999,460000,480000,490000
"Riverside","CA","Riverside","06","065",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299250,3e+05,299900,309000,310000,315000,318000,314900,310000,310000,309900,305000,304850,309900,314250,324900,325000,328000,329000,329000,325000,325000,325000,329000,335000,338995,339900,340000
"San Bernardino","CA","Riverside","06","071",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219900,219000,218000,219900,225000,229000,234900,240000,249000,245950,249000,247900,245000,240000,245947.5,245995,249900,249900,255000,259900,259950,262000,261500,262500,262500,260000,259999,260000
