"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","06","037",1,2850,3000,3200,3200,3200,3400,3495,3200,3250,3200,3400,2995,2997.5,2950,2995,2950,3000,2995,2950,2800,2800,2850,2800,2800,2800,2772.5,2600,2700,2700,2595,2590,2550,2495,2450,2350,2450,2500,2450,2400,2400,2450,2450,2495,2500,2480,2400,2500,2500,2400,2400,2500,2500,2695,2750,2750,2750,2750,2800,2800,2800,2800,2800,2895,2995,3000,3000,3100,3050,3000,3080,3000,3000,3100
"Cook","IL","Chicago","17","031",2,,,,,,,,,,,,,2100,2250,2300,2425,2460,2400,2400,2300,2250,2100,2000,2025,2050,2182.5,2086,2100,2239,2190,2150,1995,1900,1800,1850,1834,1700,2000,1900,2100,2200,2261,1995,1800,1765,1732.5,1950,1850,1800,1875,2000,2308,2500,2400,2400,2305,2199.5,2200,2200,2150,2185.5,2200,2300,2500,2600,2500,2405,2200,2200,2200,1950,2000,2000
"Harris","TX","Houston","48","201",3,,,,,,1700,1700,1600,1600,1550,1500,1550,1500,1550,1550,1550,1525,1500,1500,1497.5,1500,1495,1495,1495,1495,1500,1450,1450,1465,1500,1500,1495,1395,1450,1450,1495,1495,1550,1500,1550,1550,1595,1600,1600,1595,1550,1600,1600,1500,1500,1549,1650,1680,1700,1700,1700,1700,1700,1700,1695,1700,1725,1750,1795,1750,1795,1795,1800,1775,1779,1795,1750,1750
"Maricopa","AZ","Phoenix","04","013",4,,1995,1897.5,1800,1800,1550,1562.5,1500,1529,1495,1500,1375,1350,1350,1400,1395,1350,1300,1295,1295,1250,1245,1250,1250,1250,1300,1350,1375,1375,1345,1295,1295,1250,1250,1250,1275,1250,1295,1295,1295,1275,1295,1250,1295,1295,1250,1295,1250,1250,1250,1275,1350,1395,1395,1400,1350,1375,1392.5,1400,1395,1475,1500,1575,1595,1595,1500,1500,1495,1475,1450,1500,1500,1500
"San Diego","CA","San Diego","06","073",5,,,,,,,,,,,,,2750,2800,2800,2850,2700,2695,2550,2500,2500,2500,2550,2500,2500,2500,2395,2400,2490,2495,2500,2450,2400,2400,2350,2400,2400,2499,2495,2495,2495,2550,2600,2650,2600,2500,2600,2500,2495,2500,2500,2650,2650,2695,2700,2625,2600,2695,2700,2800,2800,2797.5,2846.5,2800,2850,2850,2850,2800,2800,2800,2750,2800,2950
"Orange","CA","Los Angeles-Long Beach-Anaheim, CA","06","059",6,,,,,,,,,,,,,3295,3350,3495,3300,3297.5,3200,3200,3150,3100,3100,3200,3200,3362.5,3100,3000,3200,3200,3200,3200,3100,3200,3100,3100,3100,3200,3200,3300,3295,3350,3400,3300,3300,3250,3295,3250,3285,3200,3200,3295,3400,3495,3500,3495,3500,3492.5,3400,3492.5,3500,3500,3462.5,3500,3500,3550,3550,3550,3500,3500,3525,3550,3500,3500
"Kings","NY","New York","36","047",7,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,2800,2995,3200,3200,3200,3400,3200,3000,3000,3000,3000,3100,3200,3200,3200,3399,3450,3398,3300,3200,3200,3200,3200,3200,3300,3599,3400,3400,3499,3500,3450,3300,3271.5,3300,3350,3300,3350,3499,3500,3600,3600,3600,3600,3550,3500,3500
"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",8,,,,,,,,,,,,,,,,2495,2450,2400,2350,2350,2350,2300,2300,2300,2400,2400,2400,2400,2500,2400,2350,2350,2400,2375,2300,2300,2300,2350,2350,2400,2462.5,2500,2450,2400,2475,2500,2500,2450,2400,2400,2400,2450,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2550,2500,2500,2600,2600,2500,2500,2600,2612.5,2650,2650
"Dallas","TX","Dallas-Fort Worth","48","113",9,,,,,,,,,,,,,,1500,1450,1500,1575,1581,1450,1450,1425,1400,1395,1350,1395,1495,1395,1395,1450,1400,1400,1400,1400,1400,1399,1398,1400,1400,1400,1450,1450,1450,1450,1495,1450,1400,1450,1400,1400,1400,1425,1525,1560,1595,1595,1500,1500,1545,1550,1575,1595,1650,1650,1650,1737.5,1750,1795,1695,1650,1695,1697,1695,1700
"Queens","NY","New York","36","081",10,,2075,2000,2250,2400,2400,2400,2400,2500,2500,2400,2200,2200,2300,2225,2200,2200,2300,2200,2200,2100,2000,1897.5,1900,1900,2000,2200,2100,2167,2300,2300,2287.5,2200,2197.5,2350,2400,2400,2400,2449.5,2580,2600,2900,2800,2600,2850,3000,3000,3000,3000,3000,3000,3000,3200,3000,3000,3000,2900,2900,2900,3000,3000,3000,3147.5,3200,3200,3200,3200,3200,3200,3200,3000,3000,3100
