"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02"
"California",1,,1395,1450,1450,1450,1500,1412.5,1175,1175,1197,1200,1150,1180,1160,1195,1195,1195,1195.5,1200,1225,1190,1151.5,1150,1195,1200,1260,1250,1245,1250,1250,1285,1310,1305,1300,1295,1265,1299,1330,1295.5,1295,1250,1250,1250,1300,1335,1250,1386,1400,1349,1320,1380,1495,1495,1495,1525,1565,1600,1600,1615,1625,1665,1665,1675,1695,1700,1700,1730,1750,1750,1793.5,1795,1820,1850
"Texas",2,797.5,795,890,900,950,890,800,750,800,797,780,770,775,770,775,765,790,795,675,683,675,700,715,736,790,809,781,794,800,792,800,815,780,820,842,829,827,825,850,849,865,875,855,925,945,965,945,957,936,950,971,935,940,926,919,920,928,949,935,929,928,915,944,947,950,959,965,977,978,1040,1037,1049,1023
"New York",3,,,,,,,,,,,,,,,,,,,,2200,2200,2300,2300,2300,2350,2400,2407,2450,2450,2495,2499,2500,2500,2500,2550,2500,2599,2595,2600,2630,2650,2595,2600,2650,2675,2600,2599,2550,2595,2595,2595,2600,2600,2200,2195,2200,2175,2151,2117.5,2100,2190,2199,2250,2300,2200,2150,2200,2200,2150,2100,2100,2100,2120
"Florida",4,,,,,,,,,,,,,1150,1150,1150,1100,1100,1050,1050,1100,1000,995,1000,975,995,1000,980,980,1000,1000,975,972,950,945,925,900,910,929,929,940,950,1050,1030,1050,1099,1100,1095,1035,1000,999,989,1035,1035,1050,1065,1100,1099,1050,1050,1045,1100,1125,1100,1165,1200,1300,1350,1300,1350,1300,1300,1329,1351
"Illinois",5,,1100,1150,1100,1100,1000,990,1125,1250,1250,1257.5,1150,1200,1200,1225,1237.5,1304.5,1280,1250,1275,1246,1205,1275,1295,1225,1185,1150,1200,1250,1250,1245,1295,1350,1315,1350,1326,1475,1388,1409,1450,1495,1497,1506,1500,1460,1500,1579,1550,1445,1400,1395,1375,1400,1550,1395,1595,1605,1585,1300,1425.5,1550,1375,1375,1395,1375,1350,1350,1495,1550,1650,1555,1500,1605
"Pennsylvania",6,,,,,,,900,895,900,942,907.5,945,895,895,895,870,835,800,825,812.5,810,850,845,850,890,900,927.5,910,900,900,875,869.5,877,900,850,830,860,875,895,971,940,895,850,835,825,850,860,830,825,849,850,925,940,949,925,900,900,870,875,875,880,915,975,970,935,925,940,905,900,950,925,975,985
"Ohio",7,,,,,,,,,500,500,499,529,527,525,550,552.5,550,549,525,515,505,525,535,549,554,550,530,539,535,529,550,550,541.5,550,545,535,550,555,550,550,545,545,525,525,525,510,545,525,525,525,549,553,555,550,555,550,570,570,575,595,600,629,625,649,629,625,615,600,595,635,659,650,650
"Michigan",8,,,750,750,695,662.5,650,595,595,600,600,600,612,625,639,650,635,625,610,595,500,525,540,550,550,560,575,560,545,545,550,562.5,575,575,559,550,570,599,580,590,575.5,579,569.5,595,600,600,600,602.5,625,629,629,639,650,650,665,650,665,675,675,675,652.5,675,700,700,702.5,650,650,650,700,733,745,715,700
"Georgia",9,1000,975,1000,999.5,1000,997.5,900,825,878,900,900,840,875,864,850,850,838.5,825,846,855,765,755,765,755,799,775,775,794,790,799,830.5,795,805,800,800,790,775,770,770,790,785,809,805,858,895,855,900,950,929,929,930,920,957.5,938,914,950,924.5,925,950,950,960,964,970,1000,1029,1005,1025,1016.5,1011,1109,1112,1110,1119
"North Carolina",10,,,,,,,,,,,,,650,650,629.5,649.5,650,650,679,695,675,695,699,700,719,720,716,715,695,699,750,755,750,748,743.5,729,739,750,765,779,750,790,768.5,775,759,725,749,748,749,735,749,768.5,789,767,751,750,760,760,780,790,799,800,800,820,828,825,855,860,860,935,916.5,920,945
"New Jersey",11,1200,1200,1325,1272.5,1300,1200,1100,1050,1100,1100,1100,1195,1100,1149.5,1200,1200,1200,1225,1200,1175,1150,1200,1200,1202,1200,1275,1300,1295,1300,1295,1250,1200,1200,1200,1218,1241.5,1250,1300,1295,1291,1280,1300,1275,1250,1250,1300,1300,1300,1275,1295,1300,1330,1300,1390,1400,1475,1550,1425,1330,1350,1395,1350,1350,1350,1350,1350,1365,1350,1350,1400,1400,1450,1500
"Virginia",12,1177,1199.5,1200,1195,1250,1200,1094,1100,1047.5,1130,1150,997,1000,1050,1100,1101.5,1100,1100,1257,1295,1275,1333,1295,1299,1300,1374,1390,1430,1415,1410,1395,1374,1373,1399,1402.5,1400,1400,1415,1399,1329,1327.5,1375,1395,1395,1395,1325,1393,1400,1356,1350,1375,1425,1459.5,1475,1495,1450,1400,1400,1365,1360,1400,1393,1388.5,1375,1399,1400,1400,1395,1356,1375.5,1355,1350,1375
"Washington",13,,800,777.5,850,995,912.5,950,850,900,850,805,845,862,850,875,875,895,850,873,890,892.5,895,875,890,895,911.5,925,895,892,895,943,947,995,1000,1014.5,980,1025,1075,1060,1054,1034,1060,1055,1185,1190,1150,1200,1184,1149,1140,1195,1295,1300,1343,1305,1375,1320,1385,1355,1366,1435,1422.5,1398.5,1400,1421,1450,1480,1485,1466.5,1370,1460,1460,1503
"Massachusetts",14,,,,,,,,,,,,,,,,,1600,1650,1650,1685,1610,1600,1595,1595,1600,1630,1700,1775,1705,1700,1640,1685,1671.5,1695,1705,1750,1750,1750,1750,1790,1800,1850,1850,1850,1850,1850,1835,1800,1815,1825,1848,1850,1900,1900,1900,1875,1895,1900,1900,1945,1925,1925,1950,1950,1950,1990,1995,2000,1995,1985,1950,1950,1975
"Indiana",15,,,,,,,,,,,,,,,,,,,572.5,575,550,517,525,525,550,550,529,529,517.5,525,550,580,580,585,569,555,580,600,588,569,535,535,525,550,560,550,558.5,550,550,549,550,595,595,575,600,600,595,600,595,595,599.5,610,649,639,635,615,600,640,649,680,675,665,675
"Arizona",16,685,675,700,700,762.5,750,750,695,750,750,750,650,650,650,680,675,660,650,650,660,650,650,650,650,669,679,670,669,665,665,690,685,689,689,679,669,680,688,677,665,655,650,644,650,650,650,675,700,695,690,699,683,690,689,699,690,677,680,695,695,702,729,754,750,755,750,750,775,771,781,863,843.5,830
"Tennessee",17,,,,,,,,,,,,,717.5,695,750,702,750,750,722,715.5,700,675,650,657,670,675,665,677,699,690,709,710,700,722,705,700,715,715,715,705,695,712,699,710,700,700,724,680,650,695,705,725,710,725,715,725,750,799.5,775.5,767,740,790,805,815,800,815,829,875,875,861.5,879,900,923.5
"Missouri",18,,,,,,,,,,,,,,,,,,,650,651,605,625,650,647,650,649,595,605,600,595,675,670,625.5,599,595,595,615,625,620,615,595,600,590,585,600,607,605,600.5,622,620,625,625,615,625,625,610,600,600,622,625,627,650,625,650,675.5,670,675.5,675,665,676,659,675,675
"Maryland",19,1200,1200,1200,1200,1200,1150,1085,1098,1100,1100,1114,1081,1081,1063.5,1040,1087,1050,1014,1060,1049,1049,1197.5,1255,1265,1200,1230,1225,1252.5,1250,1250,1280,1280,1254.5,1249,1245,1270,1284,1289,1300,1270,1235,1175,1250,1200,1195,1225,1310,1340,1314,1300,1350,1387,1395,1390,1425,1345,1319.5,1301,1285.5,1239,1255,1300,1310,1305,1305,1303,1315,1300,1300,1350,1325,1349,1355
"Wisconsin",20,,,,,,,,,,,,,,,,,,,,665,652.5,655,645,670,710,720,695,695,675,675,685,660,652,645,660,645,639,650,650,650,655,650,645,665,690,670,675,699,675,700,725,725,720,725,805,755,800,920,910,955,945,882.5,850,800,850,839,825,820,799,780,765,755,765
"Minnesota",21,,,,,,,,,652.5,675,675,730,739,715,720,745,750,747.5,745,745,745,750,760,785,780,800,807,800,809,810,895,975,975,910,950,895,925,935,920,899,885,850,869.5,935,900,900,895,895,895,895,895,895,940,930,950,950,950,935,950,945,956,950,955,960,995,1000,1040,1075,1035,1119,1145,1115,1100
"Colorado",22,,,,,,,,,,,,,,,,,,,,825,775,770,795,799,805,850,850,858,871,890,910,925.5,924,915,901,895,920,925,910,892,880,920,920,900,935,950,980,983,975,969,1010,1050,1075,1095,1140,1165,1175,1190,1200,1203,1250,1225,1229,1244.5,1275,1275,1300,1305,1279.5,1300,1300,1301.5,1300
"Alabama",23,,,,,,,,,625,617.5,630,610,620,625,650,645,625,609.5,610,625,619,649,654,680,669,682.5,660,650,650,639,650,650,650,650,650,650,653,664,650,650,650,650,650,655,650,655,675,650,650,650,650,665,650,660,660,669,670,675,660,650,600,639,649,622,640.5,649,650,650,657,709,700,700,675
"South Carolina",24,,,,,,,,597,595,595,597,600,600,650,682,695,675,650,692,690,615,612.5,637,649,650,655,650,650,653,650,673,692,697,690,680,695,695,720,720,722,747,810,807,850,840,760,845,850,849,800,800,821,803,850,850,800,850,841,807.5,823,850,850,825,839,865,850,865,871,868,865,859.5,875.5,874.5
"Louisiana",25,,,,,,,,785,750,700,705,700,750,750,840,825,800,825,775,750,750,750,755,750,711.5,737,750,750,727,710,718.5,705,700,700,725,750,750,760,783,779,770,795,800,750,714.5,728,750,775,750,775,790,789,800,765,750,800,825,775,800,799,769,890,950,975,950,900,925,900,850,887.5,869,895,897
"Kentucky",26,,,,,,,,,,,,,,,,,597,599,595,584,602.5,640,640,636.5,640,640,655,660,660,650,650,660,677,680,655,655,665,689,660,655,655,650,627,624.5,649,630,650,625,675,732,750,789,702.5,749,749,695,677.5,670,690,675,660,684,695,719,719,695,699,700,680,726,700,715.5,732
"Oregon",27,,,,,,,,760,750,725,788,675,655,655,630,660,665,695,695,750,700,695,675,700,700,733.5,730,730,750,762.5,775,810,805,815,810,795,815,819,810,810,800,825,795,795,795,800,845,860,845,855,895,895,905,950,955,975,965,955,955,950,950,925,900,925,950,1075,1125,1167.5,1205,1377,1327,1325,1361
"Connecticut",28,,850,950,900,1037.5,1110,1000,975,995,990,1000,975,1000,1050,1100,1100,1100,1000,1000,975,987.5,950,950,975,1000,1100,1100,1030,1095,1100,1100,1100,1088.5,1025,1000,1010,1035,1100,1098,1100,1100,1140,1065,1000,1050,1000,1050,1000,1050,1050,1092.5,1150,1150,1195,1115,1100,1100,1050,1000,1050,1100,1150,1150,1150,1150,1195,1200,1200,1200,1225,1200,1190,1200
"Iowa",29,,,,,,,,,,,,,,,,,,,,,,,,640,599,599,595,565,550,545,550,555,550,595,597,615,575,595,585,625,600,600,575,560,620,550,550,550,550,560,560,550,580,585,600,580,595,595,575,595,625,625,625,645,646.5,635,620,625,595,654.5,650,650,695
"Mississippi",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,650,599,595,595,635,630,600,635,650,642.5,610,630,627.5,595,645,632.5,635,595,575,575,575,600,625
"Arkansas",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.5,501,495,533,545,545,545,525,550,575,570,545,526,507,542,562.5,532,542.5,579,575,550,575,570,575,600,615,615,615,586
"Kansas",32,,,,,,,,,,,,589,575,577,510,547.5,548,559,559,554.5,550,530,537.5,540,575,599,625,610,589,570,580.5,600,615,614,585,582,600,600,589,575,585,600,595,589,595,547.5,575,550,550,550,590,595,565,565,600,595,575,620,632,622.5,625,640,635,628,647.5,625,612.5,625,624.5,650,625,600,600
"Utah",33,,,,,,,,,,,,,,,,,,675,695,640,625,625,649,679,679,709,699,719,719,719,719,739,739,739,739,710,711,725,704,711.5,694,710,695,650,672,682,679.5,675,675,650,660,650,650,650,675,681,695,678,675,679.5,695,700,709,700,715,741.5,750,760,799.5,804,800,805,835
"Nevada",34,,,,,,,,,625,615,599,650,626.5,614,627.5,650,650,650,650,675,645,600,625,600,625,643,607,600,615,600,625,625,625,625,625,628,630,650,650,665,675,675,650,650,650,650,670,650,650,650,650,650,650,675,695,700,700,695,700,700,740,750,750,749,750,775,780,775.5,750,815,866,850,840
"New Mexico",35,,,,,,,,,,,,,,,,,,,,,,,,,,680,627,599,607,601,635,650,630,600,619.5,610,605,625,625,610,600,600,600,622.5,600,585,596,565,551,550,575,575,590,595,595,575,593,589,595,585,595,575,575,625,634,650,635,650,632,634,650,650,634
"West Virginia",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,595,595,592.5,595,575,600,600,560,575,582.5,600,600,600,600,600
"Nebraska",37,,,,,,,,,,,,,,,,,,,,535,525,540,570,575,555,595,575,579,585,599,627,614,619,601,605,619,620,645,635,628,618,655,644,695,705,675,640,695,695,680,700,705,700,690,710,699.5,699,682.5,715,715,730,742.5,730,730,735,730,750,750,735,740,750,744,750
"Idaho",38,,,,,,,,,,,,,,,,,,,,,,,,550,565,550,550,545,525,525,550,550,565,550,575,575,560,595,595,595,550,562.5,550,525,525,525,525,525,500,525,525,550,550,575,525,550,575,575,542.5,550,552.5,550,550,550,550,595,560,550,595,587.5,595,595,600
"Hawaii",39,,,,,,,,,,,,,1500,1500,1450,1500,1450,1400,1400,1350,1350,1350,1350,1350,1375,1400,1450,1462.5,1410,1450,1400,1400,1400,1450,1450,1460,1500,1500,1550,1500,1550,1500,1462.5,1500,1400,1475,1500,1500,1450,1400,1400,1580,1600,1500,1500,1500,1450,1532.5,1600,1700,1700,1700,1700,1700,1700,1787.5,1700,1650,1635,1650,1650,1676,1650
"Maine",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,865,865,865,860,875,860,875,782.5,860,775,825,750,795,785,750,750,750,762.5,786.5,700,700,775,847.5,885,895,875,900,895,945,952.5,925,975,925,900,895,885,850,995,900,900,975
"New Hampshire",41,,,,,,,,875,873,850,850,797,800,800,795,767.5,795,795,800,807,809,809,799,799.5,800,795,800,800,800,800,900,922,919,910,900,900,900,900,900,900,950,875,869,850,850,827,850,850,849.5,845,850,875,860,875,895,895,879,895,880,875,875,895,895,890,895,900,895,890,877,889,875,882.5,900
"Rhode Island",42,,,,,,,,,,,,,,,,,,,,895,840,865,850,850,875,900,925,895,875,895,1050,1001,994,1042.5,950,950,950,950,975,975,966,950,975,950,950,920,1000,1000,980,975,995,1000,1000,1000,995,1000,975,975,997.5,1000,1050,1095,1100,1100,1099.5,1075,1067,1048,1000,1095,1050,1000,1070
"Montana",43,,,,,,,,,,,,,,,,,,,,,,,,,,,595,602.5,625,625,644,650,625,625,600,595,589,595,600,629,640,625,599,615,607.5,600,595,615,595,595,600,600,600,617,619,595,595,615,625,602.5,617,635,640,645,625,645,625,649,625,650,650,625,650
"Delaware",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,850,900,887.5,899,907.5,935,940,912,950,940,955,959,959,997.5,900,870,895,902.5,920,935,902.5,910,902.5,900,900,924.5,895,900,910
"South Dakota",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,570,550,550,570,550,550,525,575,590,600,627,625,680,700,680,625,599,620,707.5,650,715,675,700,727.5
"Alaska",46,,,,,,,,,,,,,,,,,,,,887.5,820,807.5,800,800,850,875,862.5,875,850,875,895,900,882.5,900,822.5,900,950,975,940,940,952,950,975,945,947.5,950,900,912.5,899,895,895,875,950,900,915,907.5,895,950,900,930,947.5,940,950,950,950,900,900,922.5,899,895,926,907,900
"North Dakota",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895,945,795,795,849.5,810,900,885,745,695,750,780,873,848,785,700
"Vermont",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.5,800,912.5,850,850,800,900,900,900,840,875,900,875,972.5,1100,1097.5,1025,1050,1097.5,1200
"District of Columbia",49,,1750,1999.5,1850,1825,1900,1825,1900,1950,1950,2015.5,2095.5,2100,1950,2000,1950,1995,2100,2414,2350,2375,2200,2230,2250,2230,2260,2278,2300,2337,2315,2314,2315,2295,2300,2300,2303.5,2285,2260,2240,2109,2100,2090,2200,2099.5,2050,2082,2051.5,2100,2100,2035,2040,2087,2091,2100,2125,2094,2095,2100,2100,2100,2100,2140,2100,2095,2102,2138,2137,2180,2156,2153,2171,2155,2150
"Wyoming",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,625,650,650,550,610,650,544,544,636,630,585,600,600,620,600,600,600,650,650,625,625,600,600,647.5,625,625,600,600,625,700,675,650,650,650,675,655,625,650
