"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02"
"California",1,1.55712355264704,1.70680372886255,1.65242964437607,1.66163141993958,1.64141414141414,1.6331205393908,1.62983425414365,1.58052886301466,1.52908401650633,1.55634357762017,1.55506162407069,1.56577662783418,1.34629825904794,1.36030900214337,1.35929463629684,1.34099616858238,1.34875853759974,1.3566664810656,1.36861313868613,1.39285714285714,1.38751238850347,1.38516213336405,1.5025167239785,1.50214592274678,1.53203342618384,1.5754132231405,1.61795407098121,1.5952380952381,1.59046672346871,1.61585365853659,1.61538461538462,1.65714285714286,1.66889185580774,1.66093928980527,1.62878787878788,1.62222222222222,1.61290322580645,1.63141025641026,1.65150589440819,1.64159292035398,1.64834644028957,1.60940853004292,1.64960182025028,1.65717528782228,1.695,1.70518099238624,1.66570028011204,1.75962815405046,1.76790039997747,1.725,1.71428571428571,1.77886802687758,1.84905086224486,1.87323943661972,1.88478260869565,1.90042075736325,1.92444761225944,1.96180555555556,1.98717948717949,1.99898670291402,2.00384615384615,2.03777335984095,2.05041225983357,2.07512039881406,2.0990990990991,2.11290558911157,2.13235294117647,2.15827338129496,2.15803631472764,2.1601622848852,2.20353982300885,2.22950819672131,2.25616922130067,2.25
"Texas",2,,,,,,,,,,,,,,,,,,,,,0.89426523297491,0.900131406044678,0.947368421052632,0.965333333333333,0.985091743119266,1.00297176820208,1.02505643497168,1,1.01104737674676,1.01941747572816,1.01948538717654,1.03451359933642,1.04296875,1.03414634146341,1.03140613847252,1.03197869507324,1.04951237809452,1.04166666666667,1.06038647342995,1.0575,1.07651245551601,1.06534090909091,1.0989010989011,1.08105147864184,1.14302461899179,1.14396260001529,1.14094775212637,1.118,1.13753492424833,1.12033195020747,1.11625947767481,1.14474929044465,1.15426150121065,1.15424630364226,1.15005471646971,1.13529411764706,1.14906832298137,1.15825277520814,1.16070068545316,1.1434034416826,1.13097514340344,1.15733736762481,1.15768138111888,1.18110236220472,1.18981880931838,1.2063196839369,1.20984081041968,1.21902478017586,1.22479673649145,1.21837898902579,1.30470588235294,1.29565713718483,1.30431066518023,1.27297794117647
"New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24466685124608,3.17973143014431,3.03313253012048,3,3,3.05555555555556,3.06781679972821,3.0596414064941,3.1,2.96875,2.99375,2.94444444444444,2.9995,2.95454545454545,2.85642857142857,2.8,2.79054916985951,2.8,2.83333333333333
"Florida",4,,,,,,,,,,,,,,1.26865671641791,1.25628140703518,1.2545322697607,1.23456790123457,1.20752427184466,1.2,1.20071251130132,1.22427769906028,1.19299044198097,1.16666666666667,1.18202073256378,1.14854517611026,1.15848007414272,1.16666666666667,1.15942028985507,1.15830115830116,1.17493472584856,1.165,1.15355992584713,1.14393939393939,1.13420988823981,1.12442268202392,1.10169491525424,1.06876161710037,1.07991360691145,1.09439124487004,1.09626698152712,1.10049833887043,1.09689213893967,1.18055555555556,1.17058823529412,1.21428571428571,1.24794295117937,1.26957637997433,1.24804992199688,1.220703125,1.17754740077557,1.16150442477876,1.14854517611026,1.21388970357996,1.21621621621622,1.23259052924791,1.24172185430464,1.2512030798845,1.24910714285714,1.23151570462787,1.22422680412371,1.22137404580153,1.26315789473684,1.27119928094504,1.25497512437811,1.30362790544686,1.32890365448505,1.42142857142857,1.47239263803681,1.4533656806353,1.48876404494382,1.4731090970864,1.47871752349364,1.48192835822893,1.51056338028169
"Pennsylvania",5,,0.948392673581908,0.948509485094851,1.01888463718821,1.02505926542438,1.0048231511254,1.00386935316928,1.01071428571429,1.05263157894737,1.08147773279352,1.07421875,1.04779411764706,1.03825136612022,1.03581294396212,1.0625,1.05537518037518,1.05869980098616,1.03795581126524,1.03492884864166,1.0625,1.03759811616954,1.04166666666667,1.14921780986763,1.15,1.17682926829268,1.19104691075515,1.23076923076923,1.25675675675676,1.23626373626374,1.23684210526316,1.24198717948718,1.18758202099738,1.17395437262357,1.15340909090909,1.15384615384615,1.13924050632911,1.1264367816092,1.15833333333333,1.15861641669871,1.18473895582329,1.21483375959079,1.21028037383178,1.15483870967742,1.11428571428571,1.10887096774194,1.10693400167084,1.13844393592677,1.12640324596344,1.125,1.12142304717711,1.12244897959184,1.15652173913043,1.20793258426966,1.21128458198708,1.19346590909091,1.171875,1.14766641162969,1.13421550094518,1.12847222222222,1.14497528830313,1.14285714285714,1.18421052631579,1.22750642673522,1.25490196078431,1.26976744186047,1.25,1.25,1.22340425531915,1.20102194891521,1.19469026548673,1.24281243268585,1.21638141809291,1.26008064516129,1.2877174077435
"Ohio",6,,,,,,,,,,0.75,0.75,0.759330759330759,0.699462365591398,0.701565096609371,0.704356060606061,0.62099358974359,0.607390873015873,0.591341077085533,0.625,0.64,0.640769230769231,0.692708333333333,0.746376811594203,0.744791666666667,0.75,0.7796875,0.786160153797866,0.756521739130435,0.759770114942529,0.762731481481482,0.762731481481482,0.77724358974359,0.776631205673759,0.77027027027027,0.771034482758621,0.758317025440313,0.756172839506173,0.771324863883848,0.793492063492063,0.78711243817107,0.805555555555556,0.79,0.770687083187083,0.769230769230769,0.747826086956522,0.755144032921811,0.754444444444444,0.785714285714286,0.770879221732746,0.76879271070615,0.771428571428571,0.794570787420036,0.805239898989899,0.8,0.79,0.79,0.789045785194694,0.798562368107166,0.808333333333333,0.811525974025974,0.818256578947368,0.849056603773585,0.878099173553719,0.878815911193339,0.888888888888889,0.876048220617722,0.875,0.882470400300695,0.87,0.863985294117647,0.900525151262685,0.904761904761905,0.901073858707439,0.906672374429224
"Michigan",7,,0.870598773513402,0.887392900856793,0.87687260517986,0.880052151238592,0.887170154686078,0.878477306002928,0.890769076573567,0.830163461311002,0.839487228715517,0.836708603896104,0.835591689250226,0.833333333333333,0.833333333333333,0.846956336406263,0.879339372035466,0.881169876757292,0.887096774193548,0.881598832892174,0.874352331606218,0.87073702604539,0.769098143236074,0.8,0.808578431372549,0.82405303030303,0.825,0.835365853658537,0.85,0.85,0.820967741935484,0.81875,0.84375,0.855215515747895,0.855714285714286,0.85,0.80952380952381,0.798387096774194,0.84,0.858051846032993,0.831666666666667,0.837837837837838,0.837209302325581,0.82844387755102,0.840536359843154,0.914340712223292,0.912863070539419,0.892307692307692,0.906735751295337,0.900104058272633,0.9,0.9004804344309,0.90702947845805,0.95,0.942280693935309,0.941176470588235,0.943683496885988,0.946969696969697,0.954371963913949,0.939143501126972,0.94008547008547,0.944444444444444,0.944444444444444,0.969883057615516,0.995833333333333,0.998185117967332,1.00343460630636,0.970591040903541,0.97,1,1.00732600732601,1.03529411764706,1.03529411764706,1.02797202797203,1.01538461538462
"Georgia",8,,0.843829115937051,0.825924831177099,0.866804410595472,0.862068965517241,0.84194941668893,0.763807285546416,0.730665615349235,0.757321910201491,0.78767529493344,0.794917362495393,0.852878464818763,0.779947916666667,0.812300955414013,0.813496376811594,0.798554838709677,0.779625990234415,0.779220779220779,0.786410750321042,0.7917023506531,0.793316624895572,0.754716981132076,0.76,0.767245682340022,0.766129032258065,0.821052631578947,0.827205882352941,0.811722664279291,0.817979797979798,0.804004214963119,0.812636165577342,0.842857142857143,0.800703971322609,0.829187396351575,0.823943661971831,0.821065531475748,0.814106789716546,0.836647727272727,0.813333333333333,0.818490822569681,0.802521008403361,0.796127562642369,0.847084708470847,0.832187070151307,0.846322537112011,0.79229797979798,0.803832497911445,0.846153846153846,0.881413911060433,0.866336633663366,0.869565217391304,0.91358024691358,0.874235807860262,0.904761904761905,0.87719298245614,0.880132450331126,0.903890160183066,0.894886363636364,0.9225,0.93146350931677,0.942039820727403,0.961435897435897,0.960878517501716,0.978373758224745,1.02198022620804,1.04166666666667,1.0217662128018,1.03225806451613,1.00438596491228,0.999087918186142,1.16306954436451,1.16252700010485,1.17272727272727,1.15841321676678
"North Carolina",9,,0.75,0.767178118745831,0.779780564263323,0.780515282131661,0.760358572858573,0.72463768115942,0.710313152687699,0.790477505231342,0.822961373390558,0.783582089552239,0.823024011155324,0.732758620689655,0.728862973760933,0.729,0.716714665485157,0.717299578059072,0.723140495867769,0.725,0.732283464566929,0.727272727272727,0.729736070381232,0.775874867728172,0.770246478873239,0.78918275435125,0.795833333333333,0.801331209690105,0.808832131019692,0.805815740930519,0.799545364238203,0.799200799200799,0.833333333333333,0.838152650771036,0.83695652173913,0.826492896360446,0.825019794140934,0.812698412698413,0.83046357615894,0.847036328871893,0.85,0.860158311345646,0.812368972746331,0.840381250550225,0.816604708798017,0.804157549234136,0.794117647058823,0.788819875776398,0.80155979202773,0.805489260143198,0.794732061762034,0.791007493755204,0.8125,0.828703703703704,0.841666666666667,0.831674208144796,0.833333333333333,0.825790465268676,0.830316719846423,0.840336134453782,0.863413722394311,0.869504830917874,0.866815476190476,0.886752601321542,0.899618082507512,0.912790697674419,0.924889361035502,0.926120857699805,0.95,0.957282502443793,0.946834001457726,1.03868451278096,1.03561980347695,1.03777148253069,1.04166666666667
"New Jersey",10,,,,,,,,,,,,,,,,,,,,,1.84501914803083,1.75879396984925,1.88333333333333,2,2.03777335984095,1.9553306232857,1.97354497354497,2,1.94847092506436,1.89393939393939,1.89086294416244,1.84645286686103,1.78987030199754,1.81061394380853,1.78868552412646,1.8183932346723,1.82608695652174,1.87283737024221,1.98102678571429,1.99,1.93625673510995,1.89331116038433,1.84864864864865,1.78083732522009,1.8125,1.83673469387755,1.9672131147541,1.90839694656489,1.90052083333333,1.91570881226054,1.92034997211378,1.97192513368984,2,2.03703703703704,2.05156965485348,2.04238921001927,2.02362204724409,1.98617379468443,1.88081936685289,1.84678522571819,1.87692592767816,1.93671875,1.89969604863222,1.94862710363153,1.97590560576621,1.96261682242991,1.89969604863222,1.91309523809524,1.89035916824197,1.86666666666667,1.92857142857143,1.96435629587803,2.04815477001584,2.08333333333333
